,I1,I2,C3_,I3_bins,Imputed_C2,Imputed_C7,C1,C4,T3_,T4_,T5_,S1_,S2_,S3_,C3_,C5_,C6_,Imputed_C7
11,ADLS,"Advanced Life Sciences Holdings, Inc.",0,5.0,1.0,0.32,-0.2427300699966275,0.24645000345880494,0.07410483256631321,-1.046876894468882,2.0160429830572437,-0.024166940378628134,-0.6196059242819455,0.20345997342448724,-0.9701425001453321,-0.7619466895218652,-0.7533802028637858,-0.3197841216695664
12,ADZA,ADEZA BIOMEDICAL CORP,1,5.0,1.0,26.499000000000002,0.11728979700172304,0.37392569711247187,-0.4402492327814222,0.7438899120948066,-1.0013688944151098,-0.9909611671775984,-0.43771418821829616,0.859167531961228,1.0307764064044151,0.24076245695059076,0.8725049101030327,-0.3032406585641466
13,AFFY,AFFYMAX INC,0,5.0,1.0,0.07400000000000001,0.27457771921748597,-0.40843582707811305,0.6086084980423778,-0.9201949019715873,2.330069040799561,1.2904508262999834,0.8254864909287132,0.545516138867586,-0.9701425001453321,0.060990312236258816,1.023075274748127,-0.31993957802481043
14,AGAM,"AGA Medical Holdings, Inc. ",1,5.0,1.0,166.896,2.1386648284646035,0.48036451360255034,-0.1560256131040945,-0.22860506144932488,-0.49222134918289645,0.1256902898785958,1.481438576254244,-0.8043666725144376,1.0307764064044151,-0.059440343770121445,-0.7533802028637858,-0.21451868333164645
15,AH,R1 RCM INC. ,1,10.0,1.0,510.19199999999995,1.035031887402233,-2.7855248206105263,-0.3768202742740925,1.0055539367258042,-2.3326372322073436,0.2081617032921223,-1.6796346351354845,-1.0462770548149365,1.0307764064044151,1.7246944947905922,-0.7533802028637858,0.002422556220597336
16,AHII,"ANIMAL HEALTH HOLDINGS, INC.",1,7.0,1.0,571.192,0.10539447891072261,-0.21107960725489425,-0.20473112321907902,-1.369039509672243,-0.03106681010875625,0.30628061644453336,-1.6544561962476685,0.47178757697350643,1.0307764064044151,-1.1776142471435427,-0.7533802028637858,0.040970676829887524
17,AIMC,Altra Industrial Motion Corp. ,1,5.0,1.0,363.465,-0.6179059506417213,-0.40843582707811305,-0.7312220591775196,0.0643246965548378,0.14072870518632435,0.7121115770586457,1.0083923310614096,0.08133097187052113,1.0307764064044151,-0.9551156800940354,-0.7533802028637858,-0.09029957644562095
18,AIRV,AIRVANA INC,1,5.0,1.0,170.27,-0.3522029926095117,0.8875479399198138,0.41989269665411677,-0.19294642652416055,-1.9193859201899999,-0.7233543556783645,-1.3940169919317602,-1.006606632249058,1.0307764064044151,1.4003829052084387,-0.7533802028637858,-0.21238652990647028
19,ALGT,Allegiant Travel CO ,1,6.0,1.0,132.5,0.8583978475086396,-0.5999746821048522,-0.3435233464200993,-1.355664251181035,-2.1991743346687964,-0.39008573350557246,-0.8076710569057207,-1.312144776958547,1.0307764064044151,0.03099926027235735,1.2515085456726782,-0.23625476786405866
20,ALIM,ALIMERA SCIENCES INC ,0,5.0,1.0,500.45996229508194,0.5991435151485341,1.1408144679092787,0.19204501368017643,-0.011947211059465127,0.4786527239055685,-0.1680670876540939,0.4274262533836001,0.5883710083904939,-0.9701425001453321,0.4618207364833653,-0.7533802028637858,-0.003727472684703302
21,ALJ,"Alon USA Energy, Inc. ",1,5.0,1.0,1707.5639999999999,-0.5986430443862129,1.4044591622003169,-0.41473621216256873,-0.37908964527991224,-0.7229374699109671,-0.7337512514317892,-1.661897149847399,-1.8898059097431508,1.0307764064044151,0.3290135800986772,0.8725049101030327,0.759085511469564
22,ALLI,ALLION HEALTHCARE INC,0,10.0,1.0,64.60600000000001,-0.8034643590294799,-0.1422715783096631,0.04320394314478662,-1.1937896631475426,-0.7606257843405215,-0.4150673187041123,1.576569239067879,1.14415313998564,-0.9701425001453321,-0.4566281402820259,-0.7533802028637858,-0.27915945803860204
23,ALNY,"ALNYLAM PHARMACEUTICALS, INC.",0,5.0,1.0,0.17600000000000002,-0.3685185049722316,0.857419016046625,0.34086821171021153,-0.2818811204207068,0.9214431999083255,1.742547163523544,-1.162232678087703,1.33444217504998,-0.9701425001453321,0.05539585073720322,-0.7533802028637858,-0.31987512051166045
24,ALTU,Altus Pharmaceuticals Inc. ,0,5.0,1.0,3.88,-0.2128719842651685,-0.271179581103019,-0.045311235269676196,0.9391028402145074,0.38606860686159633,1.1486046515282633,-1.1836353004620286,-0.247568871473172,-0.9701425001453321,-0.43913011001138264,-0.7533802028637858,-0.3175344280733521
25,ALXA,Alexza Pharmaceuticals Inc. ,0,5.0,1.0,2.23,-0.6374206667184854,-0.337617008512512,0.0709190299318348,-0.3143712884304748,0.7907288428318339,-0.28961393033833355,0.7343565127952557,1.2960916740492556,-0.9701425001453321,0.18429402820115884,-0.7533802028637858,-0.3185771231390132
26,AMBA,AMBARELLA INC ,1,5.0,1.0,94.73899999999999,2.1386648284646035,-1.3335689110659878,0.5811411198845028,0.6264650084764463,0.7280040960669034,0.8842410684523581,-0.891263569042567,2.110468080943489,1.0307764064044151,0.27803358307817094,-0.7533802028637858,-0.26011731839401614
27,AMIS,AMIS HOLDINGS INC,0,5.0,1.0,345.32199999999995,-1.59561514300634,0.5551270257509441,-2.293804092040611,0.09089459808788067,0.23304280652537057,-1.5415012354411548,1.0685093127912182,-0.13626802122128404,-0.9701425001453321,-0.8824827318632491,0.7493086816950463,-0.10176479861306935
28,AMRC,"Ameresco, Inc.",1,6.0,1.0,428.51599999999996,-0.04527323502005151,0.8518514680712589,-0.021322355547844157,0.6887696104689076,-0.5207740000667204,0.9020104266704703,0.09455879073170238,-0.5496440383244177,1.0307764064044151,0.42200964930563645,-0.7533802028637858,-0.04919148146603188
29,ANAC,"Anacor Pharmaceuticals, Inc.",0,5.0,1.0,18.643,-0.6571938633641179,-0.6977415778775043,0.29871166073822425,0.9088387975896997,-0.07418026606292584,1.6129296454796251,-0.06754406367788952,0.6595075829579594,-0.9701425001453321,-1.0342303437705036,-0.7533802028637858,-0.30820515094950046
30,ANFI,Amira Nature Foods Ltd. ,1,5.0,1.0,257.056,-1.5227785258081217,-1.3335689110659878,0.022348288029110385,0.3511545982809545,-0.008641297609350798,-0.17087540850894364,-1.6418786925945832,-0.5446518846318881,1.0307764064044151,0.10887476537705443,-0.7533802028637858,-0.15754329719830876
31,ANGI,"Angie's List, Inc. ",0,10.0,1.0,59.038999999999994,-0.48801062305735327,-1.2539599766175065,-0.6412926992201098,0.6994670135851372,-0.6500284782794716,-0.4525291829919294,-1.1034043750596825,-1.6751586695947298,-0.9701425001453321,1.0288693714678208,0.9980514418272756,-0.28267744799650235
32,ANGO,ANGIODYNAMICS INC,1,5.0,0.0,38.434,-0.5058893340150186,0.4034795647105356,-0.21764171750154748,-1.221296734729931,0.19973082471191242,0.8126589911892883,-0.8584560675078641,0.5714928452280663,1.0307764064044151,0.8309793492737745,-0.7533802028637858,-0.29569849758919775
33,AONE,"B456 SYSTEMS, INC. ",0,5.0,1.0,68.525,1.885936416413497,2.337305749792706,0.4611399437776003,-0.7672101143488195,0.5184389064301009,-0.07100650655242356,0.8166435047714171,1.0524298602104836,-0.9701425001453321,-0.14475087992785882,2.5176317148312353,-0.27668289927355594
34,AOSL,ALPHA & OMEGA SEMICONDUCTOR Ltd,0,5.0,1.0,185.076,-2.0756927104120795,0.2751514240948394,0.2506901924743987,1.0236844051249179,0.4629778354238778,-0.29214843628266274,0.31661224816279027,0.5665683285995108,-0.9701425001453321,0.2892076178799395,-0.7533802028637858,-0.20303007951727114
35,APEI,AMERICAN PUBLIC EDUCATION INC,1,10.0,1.0,40.045,-0.3200973568992914,-0.59067330830299,0.08774574203405916,-0.5696517529546311,0.21356255360454782,-0.26306572897979313,-0.7454340685719522,-0.6499999639893569,1.0307764064044151,-0.06006203000079261,0.9821284546180623,-0.2946804480432705
36,APKT,ACME PACKET INC,1,5.0,1.0,36.12,0.1980042927545721,1.4775911217294797,0.27833062307614714,0.05143513701039942,0.6843177527344751,-0.6631812666875353,0.5107820510798556,0.15278430712023225,1.0307764064044151,0.5437675132297469,2.091523674155519,-0.2971607984267371
37,ARAY,ACCURAY INC CIK,0,5.0,1.0,52.897,-0.43562438760223493,0.268908947182306,0.07495110881607805,0.3504921260513975,-0.7273032220658344,0.028436922717912417,-0.8130060933360811,-1.2109524356078942,-0.9701425001453321,-0.2736424022357842,0.47245171762753246,-0.28655880138637546
38,ARBX,ARBINET Corp,1,10.0,1.0,519.966,0.47392066249519754,0.8886320614208896,-0.10309419893237437,-0.6322622076371589,-1.141045056658927,-0.3401125718691494,-0.3328433749107982,1.6326454489009692,1.0307764064044151,-0.026266720751582102,1.4532853937344805,0.008599102627731831
39,ARCL,"Archipelago Learning, Inc.",1,10.0,1.0,32.068000000000005,-0.5986430443862129,1.4932154412744345,-0.33599986430653395,0.28183435327677436,0.2779935770462605,-0.31300815807896665,-1.7794433085633332,-0.8207088532145805,1.0307764064044151,0.13565266015351296,0.5096205656254543,-0.29972140473343944
40,ARCO,Arcos Dorados Holdings Inc. ,1,8.0,1.0,3018.118,-2.630383045757109,-0.07847388297783167,-0.2519366602191297,1.6106297925854607,0.08199119650697662,-0.13058226079970078,-0.11766186698148429,-1.5180935491553527,1.0307764064044151,-0.5393960736209229,1.6461046566578863,1.5872722927316565
41,AREX,Approach Resources Inc,1,2.0,1.0,46.672,0.03196060044357762,-0.8194549643556007,-0.16994698325664234,-0.3679235898944282,-0.8673407427563109,-0.8848508619289182,-0.006405017311102355,0.12837599626349416,1.0307764064044151,-0.751387843745059,-0.7533802028637858,-0.29049260549773337
42,ARII,"American Railcar Industries, Inc. ",1,5.0,1.0,608.16,-1.6721885694692546,0.6600456451587368,0.39369126288577216,0.5145959612014659,-0.42446181145244405,0.4933522122208742,1.6092438833947074,0.8686860639023558,1.0307764064044151,-0.9244140966562256,1.722087688376605,0.0643321017919242
43,ARP,"ARC DOCUMENT SOLUTIONS, INC.",0,10.0,1.0,500.45996229508194,-0.05854314036566046,-0.4115019027843526,0.13423192926184538,-0.730424555375926,0.5600984726290785,0.7008828662185359,0.841519160766496,-0.044648509681896334,-0.9701425001453321,-0.3035288010838221,-0.7533802028637858,-0.003727472684703302
44,ARST,ArcSight Inc ,0,10.0,1.0,69.833,0.4361248583645563,-0.24295409500233903,-0.8777292726533251,0.4046933927493486,-0.38586477843269495,-1.3842016800992556,0.13473889516571674,-0.12021992586225712,-0.9701425001453321,0.3632059383897571,-0.7533802028637858,-0.27585632645786823
45,ARTE,ARTES MEDICAL INC,0,5.0,1.0,500.45996229508194,0.9628358428470857,-0.364108374794346,-0.14917653514238183,0.11586271412850205,1.3711213196650613,-0.38353512664305056,0.2375055326782959,0.4439731694812167,-0.9701425001453321,-0.19352211917354845,-0.7533802028637858,-0.003727472684703302
46,ARUN,"ARUBA NETWORKS, INC.",0,5.0,1.0,72.503,-0.1981639389704049,0.6316082788300738,0.3371969125696371,0.7889087601705819,-0.39278893165902823,-0.691651175505237,-0.7959214927077176,-1.2972329776779983,-0.9701425001453321,1.8084462474214489,1.675369551338258,-0.27416905626070753
47,ASPV,Aspreva Pharmaceuticals CORP,0,5.0,1.0,500.45996229508194,-1.633410947136982,-0.13706351184386592,0.5128668368229592,-2.0656854168905654,0.7394144755204413,0.37938807331916063,1.002487168617641,1.2135869241546622,-0.9701425001453321,0.39228586366880414,-0.7533802028637858,-0.003727472684703302
48,ATEC,"Alphatec Holdings, Inc. ",0,5.0,1.0,74.005,-0.0061569049105421264,-0.8934840657403625,0.04497963143095512,-0.2196680602149469,0.6943591532114732,1.3385811376110408,2.536008321758734,2.166711290882509,-0.9701425001453321,-0.0063343627832799345,-0.7533802028637858,-0.2732198877827542
49,ATHN,ATHENAHEALTH INC,0,10.0,1.0,75.813,-0.38501430288818805,0.8233989631496127,-0.0020988660459470045,-0.08258984949365078,0.23158145071736852,-1.2014011559177524,-0.9331486449309405,0.012078709448532503,-0.9701425001453321,0.5771257780695123,1.5915519026818201,-0.27207734676535095
50,ATRC,"AtriCure, Inc.",0,5.0,1.0,19.157,-0.12672186136147026,0.24645000345880494,0.02464418156511831,-0.12604864792941214,1.354508124467164,1.2998217276900426,-0.1768711694010637,3.0022753131825994,-0.9701425001453321,-0.4555399820063739,-0.7533802028637858,-0.30788033563813694
51,AUXL,AUXILIUM PHARMACEUTICALS INC ,0,5.0,1.0,8.822000000000001,-0.3360638676188613,-2.0189426363585197,0.28068720477902,-1.4118444369329273,0.8398808210021605,0.18575293884276534,-0.9868270078540976,1.6650346316918427,-0.9701425001453321,-0.0034617811955993446,-0.7533802028637858,-0.31441139836759613
52,AVAV,AeroVironment Inc ,1,5.0,1.0,139.357,0.0066573756728634794,-0.13593917094595592,-0.5044885041676502,0.13493907022674015,-1.7180512234941243,0.6481189552666132,-1.0274338772761578,-1.0435280083346226,1.0307764064044151,-0.6395899918957283,1.2951066756738128,-0.23192157994573237
53,AVEO,AVEO PHARMACEUTICALS INC,0,5.0,1.0,20.719,-0.45288301359905714,1.2757454680538027,0.14097379639350707,0.878012249436547,0.35415036953940227,0.83633098075453,-0.8663447761563262,0.39522554479082295,-0.9701425001453321,-0.2552653284230785,-0.7533802028637858,-0.3068932509759777
54,AVGO,Broadcom Ltd ,1,5.0,1.0,1699.0,1.6424664815514014,1.5640575985042178,-0.1702673478428923,-0.9883216623812429,1.833753081699352,0.42248376849135444,1.686342174235315,0.9620062941077422,1.0307764064044151,0.7402021429771091,0.9103296771192144,0.7536736081105812
55,AVNC,"MiddleBrook Pharmaceuticals, Inc.",0,5.0,1.0,500.45996229508194,-0.6179059506417213,2.48073565816342,0.15044698501676607,-0.6433502014304774,1.8630758641219256,0.024185047742776782,-0.47416362273855006,0.2971136502445757,-0.9701425001453321,0.022821504851484202,-0.7533802028637858,-0.003727472684703302
56,AVR,AVENTINE RENEWABLE ENERGY HOLDINGS INC,1,5.0,1.0,935.4680000000001,-0.38501430288818805,-0.6567428438734788,-0.07400706908307465,0.09962470859159407,-2.4997515799326933,1.2977263106788626,-1.3355212139674262,0.05821137790483272,1.0307764064044151,0.06718961734570626,0.5723892098204355,0.27116994212611345
57,AVRX,AVALON PHARMACEUTICALS INC,0,5.0,0.0,1.9,0.36758835317967153,-0.9604637791770748,0.24181779700958678,-1.1076008388560616,0.5248646235833834,2.0808068971426232,-1.159497524721098,-0.06872660839646104,-0.9701425001453321,-0.4026636558500907,-0.7533802028637858,-0.31878566215214543
58,AWAY,HOMEAWAY INC,1,10.0,1.0,167.88400000000001,-0.08544214778086325,0.3609649589365052,-0.906904373110284,1.1752190924466135,-1.1152674080639235,-0.22726874170763683,-1.178049864114564,-0.16486833568255316,1.0307764064044151,3.0022753131826,0.8060668493925345,-0.21389433016505663
59,AWK,"American Water Works Company, Inc.",0,6.0,1.0,2214.215,1.0667285031943468,-0.0894638707089176,0.4666506170584752,0.11974075631930992,0.503404483465357,0.697841989488885,1.4758708226386164,-0.04941166710670484,-0.9701425001453321,-0.6045128000882297,-0.7533802028637858,1.0792567222042768
60,AYR,Aircastle LTD ,0,10.0,1.0,32.978,-0.8255811268342327,0.1629928326666193,0.23322765963353623,-0.2782725683459537,0.09612274347764833,-0.19179358251133757,-1.0275375160315527,0.514086027405777,-0.9701425001453321,0.7577070923956483,0.677640929924902,-0.29914634260631723
61,BAGL,EINSTEIN NOAH RESTAURANT GROUP INC,0,8.0,1.0,389.962,-1.0154053055237902,-0.15725653259620503,0.30940613026062025,-0.10002633305175507,0.8183550249552113,1.2820558379302724,1.2500665874420265,1.0345862326454562,-0.9701425001453321,-0.3506925352115745,-0.7533802028637858,-0.07355515756391011
62,BAH,Booz Allen Hamilton Holding Corp,0,10.0,1.0,4351.218,0.36758835317967153,-0.5810446225016481,-0.09173239397766704,1.4658096470133073,-0.47701573547536763,0.3133768174892674,-0.2844142208500988,-1.2138551634031518,-0.9701425001453321,1.638448641773794,-0.7533802028637858,2.4297067121455043
63,BALT,Baltic Trading Ltd ,0,6.0,1.0,500.45996229508194,0.34741433641570424,1.1743808436070486,1.1288138352767818,-0.9167541564963522,-0.20316091998126223,-2.7542212790054683,-0.037883569951260423,0.8038010703982069,-0.9701425001453321,-1.971180773008808,-0.7533802028637858,-0.003727472684703302
64,BARE,BARE ESCENTUALS INC,1,5.0,1.0,259.295,-0.3685185049722316,1.309857674131911,-0.270678810365583,0.808663222736271,1.2873551556534375,0.9225620033265434,1.4804887788687695,0.9408579533506027,1.0307764064044151,0.732570068929696,2.1381697332270875,-0.15612839159102676
65,BAS,BASIC ENERGY SERVICES INC,1,2.0,1.0,311.502,3.0022753131826,0.10462595738305187,-0.0009970575106590675,-1.2092928666827678,-0.05674397228744109,0.5652624899356921,0.515939241438752,-0.51482887634195,1.0307764064044151,-0.6447524390416763,2.872059078898056,-0.12313688777710526
66,BBBB,BLACKBOARD INC,0,10.0,1.0,92.478,-0.15488976347420685,-0.053640673217909954,-0.03710504146845179,-0.10516388357490851,0.16071061159947322,-1.4161578455540114,-1.4701095840948335,-1.0229959554818462,-0.9701425001453321,0.3922872047759462,-0.7533802028637858,-0.2615461266021736
67,BBG,BILL BARRETT CORP,0,2.0,1.0,75.436,1.0667285031943468,0.37392569711247187,0.061115689408508436,-0.5480730655741877,-0.32993305826442904,-1.4862925395048314,0.4364136073548513,0.019967835792543867,-0.9701425001453321,-0.3230315161009816,1.43604511447601,-0.27231558678944445
68,BBND,"BigBand Networks, Inc. ",1,5.0,1.0,176.62400000000002,-0.5058893340150186,-2.068401891442242,0.11042937207261633,0.7143192334383711,-0.18726223480314294,-1.583240511743423,0.32640081644788826,0.10477035328746595,1.0307764064044151,0.6956468153919514,1.5182242487137019,-0.2083712059990698
69,BBRG,"Bravo Brio Restaurant Group, Inc. ",1,8.0,1.0,311.709,-0.07193205990368344,0.8661141853175611,0.012493064970801175,-0.7083348674097323,-0.2572787403341509,1.008001040469192,0.1392206032667842,-0.08635415048329191,1.0307764064044151,-1.313130816970853,-0.7533802028637858,-0.12300607694159506
70,BBW,BUILD A BEAR WORKSHOP INC,1,8.0,1.0,213.672,-0.6179059506417213,0.11116366689564815,0.034142548067706245,-0.32973978238432533,-1.7422076139860259,0.18577282106294662,-1.3137831787105285,-0.39379797675716033,1.0307764064044151,-0.7112012488369605,1.4957316381700476,-0.18495922612475865
71,BCOV,BRIGHTCOVE INC,0,10.0,1.0,60.169,0.624663017286054,1.3289621579602207,0.31442991461372155,0.12611967723824516,0.6688301390948934,-1.7767924473440757,-0.46656179244868967,0.00970878675115211,-0.9701425001453321,0.6721824255147352,-0.7533802028637858,-0.2819633598606253
72,BDAY,"CELEBRATE EXPRESS, INC",0,8.0,0.0,37.811,-0.2886676797796417,0.32390907748232894,-0.0880147930784172,0.3993194416553339,-2.111142074298594,-0.6068942303490128,-0.8256373809304915,0.6682829289017911,-0.9701425001453321,-1.0646378716339777,1.1510921922294493,-0.2960921939685353
73,BDE,"Bois d Arc Energy, Inc. ",1,2.0,0.0,143.062,0.9080460413892989,0.7509852757910984,0.2000902611110635,0.33460582664066324,0.0661898651059496,-0.9518239985416773,1.0602791413854717,-0.17506581448275033,1.0307764064044151,0.4663282676596158,-0.7533802028637858,-0.22958025557102058
74,BEAT,"CardioNet, Inc. ",1,10.0,1.0,72.992,0.9150057487348584,-1.3703955209323853,0.002717631617777086,-1.4307253887385756,-0.03941944598200099,-1.1146102207622586,0.5363142164589682,0.5846555736879255,1.0307764064044151,0.6137723757745791,-0.7533802028637858,-0.27386003935942976
75,BECN,BEACON ROOFING SUPPLY INC,1,7.0,1.0,559.54,0.01936259722697901,0.37707656696155184,0.06902412617310018,-0.858182284672401,-1.0364888422763232,0.5681386482584457,-0.0344807483614351,-0.5302734445995049,1.0307764064044151,-1.2851667044057915,-0.7533802028637858,0.03360735385710965
76,BFAM,BRIGHT HORIZONS FAMILY SOLUTIONS INC. ,1,10.0,1.0,1070.938,-0.3360638676188613,0.09667654403788267,-0.7590223093092747,1.6087972289062231,-0.9773794711206816,-0.9366794194726844,-1.9162123256458252,1.3253849917873524,1.0307764064044151,0.9982671842490254,1.107793642704764,0.3567783666989092
77,BFRM,BIOFORM MEDICAL INC,0,5.0,1.0,22.65,-0.5796255321514372,0.11723706614964488,0.44508231402397375,-1.2666397408224865,-0.2081145304651197,0.7473581143592766,0.8021325940689056,0.7089519721155002,-0.9701425001453321,0.34148037921785174,-0.7533802028637858,-0.3056729817809525
78,BHRT,"U.S. Stem Cell, Inc.",0,10.0,0.0,500.45996229508194,1.7294534845228569,-0.7031732389587119,0.2530739920150209,0.2620047639606752,-1.2255950847666417,-0.5448596451097131,-0.31866222580402315,-1.0736437790003768,-0.9701425001453321,2.4687276366771065,-0.7533802028637858,-0.003727472684703302
79,BIOD,"ALBIREO PHARMA, INC.",0,5.0,1.0,500.45996229508194,-0.3360638676188613,-0.11799645398154221,0.36504402494268584,-0.19883560216515844,1.877698602806903,1.1999805769164047,-0.2844433823783642,1.3018744891738743,-0.9701425001453321,0.06837526389371745,-0.7533802028637858,-0.003727472684703302
80,BIOF,"Green Brick Partners, Inc.",0,5.0,1.0,500.45996229508194,0.7146705458514777,-0.11839387208424172,0.744701787342144,0.5317721626138406,-0.2911204688185265,0.06259436603647724,-0.4975241712354937,2.1136924493797333,-0.9701425001453321,0.9873574804424381,-0.7533802028637858,-0.003727472684703302
81,BKC,Burger King Holdings Inc,1,8.0,1.0,1.94,-0.3685185049722316,-1.960227783694575,-0.1537300465041769,1.4869676940507286,1.1844427120511827,2.3705141657048916,1.1884761427112573,-1.4536861158622185,1.0307764064044151,0.6896324941047287,0.8379010513892091,-0.3187603846960082
82,BKRS,BAKERS FOOTWEAR GROUP INC,1,8.0,0.0,148.224,2.58939407777975,-1.5914618411301398,-0.15746900887013718,-1.5864215329906892,-0.6136677559548331,-0.21245644575400535,0.5894430721900887,0.8690875664253589,1.0307764064044151,-0.9313457721054934,0.5370856664876955,-0.22631819985650983
83,BLMN,"Bloomin' Brands, Inc. ",1,8.0,1.0,3841.264,0.09340361507283151,0.436409729023431,-0.6381697074504364,1.5747082536434014,-0.23061799675080666,-0.10279362938159144,0.5763507423171024,-0.32627278989167496,1.0307764064044151,1.3637368305883546,-0.7533802028637858,2.107448215470259
84,BLOG,"BladeLogic, Inc",0,10.0,1.0,24.568,-0.07193205990368344,-0.28234519453484436,0.1989316806736752,-0.5338615756400233,0.508199889779145,-0.7922696835593297,-1.299996080336306,-0.43711835975393276,-0.9701425001453321,0.6367685279284332,0.49673190336522094,-0.30446092775917183
85,BLSW,"Bridgeline Digital, Inc.",0,10.0,0.0,8.235,0.7920378327541416,0.07414518137056718,0.39414550503329193,-0.13321335930832184,0.9896057478606126,-0.5609328229717884,0.4099372894891237,-0.06496359434781074,-0.9701425001453321,-0.8577646096739776,-0.7533802028637858,-0.3147823450364101
87,BMTI,"BIOMIMETIC THERAPEUTICS, INC. ",0,5.0,1.0,4.5169999999999995,-0.3685185049722316,-0.9312282725850205,0.3183424031756013,-2.1045499347953274,1.4012515631738005,0.4009986777712896,0.6411945053769356,-0.3008844709304788,-0.9701425001453321,-0.20197679910020824,-0.7533802028637858,-0.31713188458436653
88,BNNY,Annie's Inc,1,5.0,1.0,117.616,0.01936259722697901,1.7216287849715695,-0.8318759731089731,1.353375476237215,-1.7303258946820954,0.5483847559577119,-0.18316088701480987,-1.1308444773343345,1.0307764064044151,-0.23425334169016365,1.2113999644704625,-0.24566050929272545
89,BODY,BODY CENTRAL CORP,1,8.0,1.0,198.834,-0.22772638067242382,0.41361181898680427,-0.004858021517750644,0.5259259093626625,-1.043698956387766,0.9923706016203792,0.2810841264110083,-0.5757147610648801,1.0307764064044151,-0.3867550274532325,-0.7533802028637858,-0.19433589847886762
90,BOX,SEACUBE CONTAINER LEASING LTD.,0,10.0,1.0,141.873,0.9010537357639566,1.316237419635581,-0.15968845048713398,0.22153021010013288,-0.38640438273920064,-0.9829179605912981,1.1731931403095268,-0.5077868696125556,-0.9701425001453321,-1.230839448255446,-0.7533802028637858,-0.23033162795470002
91,BPI,Bridgepoint Education Inc ,1,10.0,1.0,218.29,-0.03212024665940912,1.9507640052662538,0.2907422056302565,-0.014939396242793597,0.03619392314568552,-1.6445464842653459,0.8282038509342171,-0.7438696626141962,1.0307764064044151,0.09563539674084064,-0.7533802028637858,-0.18204094381371433
92,BRNC,"Bronco Drilling Company, Inc.",0,2.0,0.0,21.873,-2.9661161666696993,-0.734559477045558,-0.1621723677238086,-0.781022679818111,-1.2256617365805202,0.16910896082176283,0.11452544366229944,-0.7475313194443676,-0.9701425001453321,-0.06954118904844624,1.2951066756738128,-0.30616399636641833
