C1,C4,T3_,T4_,T5_,S1_,S2_,S3_,C3_,C5_,C6_,Imputed_C7,I1,I2,C3_,Imputed_C2,Imputed_C7,Y1,Y2
4.663439094112067,0.058492160999999994,2.515374265864935,0.5759637188208617,0.05555555555555555,-5.39671368840423,-4.902017446568123,0.012688055102410731,0,0.9608579889696973,0.0,39.037,KEYW,KEYW HOLDING CORP ,0,0.0,39.037,1,1
4.584967478670572,-0.012692392,2.4071051609390666,0.5303430079155673,0.04891846921797005,-5.2354441247295265,-4.843965258596103,0.011425402107598447,1,1.4367091082191654,2.8655216231663623,43.95,HLYS,"Heelys, Inc. ",1,1.0,43.95,0,1
4.709530201312334,0.013858416,2.511888140339659,0.6052631578947368,0.05026094849103699,-4.909709375506295,-5.255455248912837,0.009757204447469935,1,0.7120387720739901,0.0,228.47,TITN,Titan Machinery Inc. ,1,0.0,228.47,0,1
4.8283137373023015,0.041544556,2.4751858259864803,0.6596194503171248,0.05335228973361269,-5.0576685469863305,-4.162781723775329,0.01608799760550733,1,0.7870873556695883,2.320794416806389,506.305,CFX,Colfax CORP ,1,1.0,506.305,0,1
5.1647859739235145,-0.010683513,2.452337774657831,0.7150537634408602,0.05962877030162413,-5.450922451013514,-4.686083341997453,0.010962877030162414,1,1.3693854597144586,0.0,13.427,ORBC,ORBCOMM Inc.,1,1.0,13.427,1,0
4.787491742782046,-0.011181453000000001,2.903686642292742,0.7657512116316639,0.07348923556663617,-4.81103779197376,-4.043782639260093,0.01980067596164012,0,1.0374232450956795,0.0,911.612,EDG,Edgen Group Inc. ,0,1.0,911.612,1,0
2.772588722239781,0.030478263999999998,2.4178921620223948,0.7383820998278829,0.050308764375956036,-4.974526673247023,-4.9265174540606615,0.010480992578324175,1,1.3705459541517526,0.0,326.113,QXM,"Qiao Xing Mobile Communication Co., Ltd. ",1,1.0,326.113,0,0
5.971261839790462,0.000994497,2.4006527978850967,0.6657627118644068,0.045087992871463575,-5.0182381929732784,-4.885970224395527,0.007930496769881933,1,1.42480918817496,0.0,3037.567,CVI,CVR ENERGY INC ,1,1.0,3037.567,0,1
4.356708826689592,0.056994918,2.3929534891519153,0.6485981308411215,0.05422955422955423,-5.389773977036372,-5.31566600488265,0.009184509184509184,1,1.3905540358100832,1.462008869106433,32.068000000000005,ARCL,"Archipelago Learning, Inc.",1,1.0,32.068000000000005,0,1
4.820281565605037,0.017209258999999998,2.470505662627747,0.6513157894736842,0.051767465237058136,-5.2285987853689235,-4.497132740506841,0.011475959122131011,1,0.9141968612562964,2.4264275032025866,213.459,IPI,"Intrepid Potash, Inc. ",1,1.0,213.459,0,1
5.54907608489522,0.033593112,2.513493158454902,0.6521008403361345,0.06322743000943692,-5.078640023210313,-5.141160380191647,0.0106951871657754,1,1.34528175598667,0.0,48.715,UNCA,UNICA CORP,1,1.0,48.715,0,1
4.890349128221754,0.031134772,2.4696772257857895,0.7129798903107861,0.059075661572866194,-5.5120630497580425,-5.342644897799995,0.009628525282643807,1,1.981757224611198,0.0,1622.421,VNTV,"Vantiv, Inc. ",1,1.0,1622.421,0,1
4.248495242049359,-0.082872068,2.3756413282646682,0.5558659217877095,0.04378244188670729,-5.157702119035109,-5.046476483924884,0.011961182577296321,0,1.3496706594777412,0.0,9.168,NURO,"NeuroMetrix, Inc.",0,1.0,9.168,1,1
3.2188758248682006,0.006272365,2.483768176825404,0.5668449197860963,0.0487778958554729,-5.566009294123315,-4.805722810725741,0.008820403825717322,0,1.068765188576437,0.0,35.051,SCOP,Scopus Video Networks Ltd. ,0,1.0,35.051,1,1
5.783825182329737,-0.008879212,2.472312273613829,0.5071633237822349,0.05635051285298214,-5.477730658031101,-4.815355136137909,0.01228314549829049,0,1.3658523054329441,0.0,26.831999999999997,VLRX,Valera Pharmaceuticals Inc ,0,1.0,26.831999999999997,1,1
4.330733340286331,0.017113521,2.4447000731545243,0.6365979381443299,0.05164056674123788,-5.255260734226365,-4.861771817164916,0.011651752423564504,1,0.602958105485999,1.8420157493201932,78.706,FACE,"PHYSICIANS FORMULA HOLDINGS, INC",1,1.0,78.706,0,1
6.008813185442595,0.056474747,2.5274972471599257,0.6657458563535912,0.05284753806604706,-5.135699569088344,-3.979928866580286,0.013001779711291279,1,1.4696326048520179,1.9258567855541788,5257.2721502727745,SAI,"Leidos Holdings, Inc. ",1,1.0,7187.0,0,1
4.897839799950911,0.016234824,2.4395597804686013,0.5574614065180102,0.05398548171118472,-5.15350304824306,-4.0712845693506265,0.009021072661921207,0,1.0639225259656175,2.371262202993375,111.831,SDXC,"Switch & Data Facilities Company, Inc.",0,1.0,111.831,0,1
5.308267697401205,0.049162802,2.504439227435439,0.6494565217391305,0.05959855892949048,-4.627549470210999,-4.877361268607371,0.010910962429233145,1,1.4295902668728548,0.0,89.839,GWAY,GREENWAY MEDICAL TECHNOLOGIES INC,1,1.0,89.839,1,1
4.394449154672439,-0.023438008,2.4582301184616444,0.6764705882352942,0.059115823984427024,-5.143047639768598,-3.9156667445446476,0.014650888786435121,0,1.4104689713116025,0.0,500.45996229508194,TRW,ZF TRW AUTOMOTIVE HOLDINGS CORP,0,1.0,500.45996229508194,1,0
4.418840607796598,-0.053282170999999996,2.472679877520879,0.5616224648985959,0.04770967318545741,-5.1097590099839145,-4.904159768320614,0.012075075469221683,1,1.766145006964301,0.0,617.977,G,Genpact LTD ,1,1.0,617.977,1,1
4.248495242049359,0.047948878,2.475213265093706,0.4652567975830816,0.0541864822020464,-6.011699606843333,-4.323124373850509,0.01095258682807321,0,1.6182898977523272,3.107232505953859,28.27,TSRA,TESSERA TECHNOLOGIES INC,0,1.0,28.27,0,1
5.043425116919247,0.008862655,2.49795173173441,0.6018376722817764,0.05713930811750823,-4.977106459532604,-4.915952036379274,0.010558350413017824,0,2.846098026634757,2.6034991753306884,1610.43,GRPN,"Groupon, Inc.",0,1.0,1610.43,0,1
4.820281565605037,-0.028885266,2.493691204775045,0.6795918367346939,0.0537508249615018,-5.203053852321523,-5.138515331183952,0.01253941482730806,0,2.3867119746795495,4.347425441661629,5.189,P,"Pandora Media, Inc. ",0,1.0,5.189,0,1
5.556828061699537,-0.013351642,2.4564674021413624,0.6447534766118836,0.0513950073421439,-5.726618331907924,-4.500360482792552,0.010875550660792951,0,2.4873064069549757,0.0,25.936,ABPI,ACCENTIA BIOPHARMACEUTICALS INC,0,0.0,25.936,1,0
5.056245805348308,0.06699643599999999,2.4070964728215847,0.5054945054945055,0.05685422295313051,-5.522989161267896,-4.718616345597726,0.008340185598496417,0,1.077782105617297,1.8820720577620569,115.81299999999999,IPMT,"iPayment, Inc.",0,1.0,115.81299999999999,0,1
4.736198448394496,-0.054119919,2.432186922740031,0.6183745583038869,0.04652628924473585,-5.183045220911125,-4.4194081625966355,0.009834825368805951,1,1.2520585680826863,0.0,588.248,GNRC,GENERAC HOLDINGS INC.,1,1.0,588.248,1,0
4.51085950651685,-0.014905423999999999,2.463395725068153,0.5674846625766872,0.04885381435550545,-5.894027106287483,-4.826186476286127,0.011273957158962795,0,0.9931816118188859,0.0,2.056,CRDC,DEXTERA SURGICAL INC,0,0.0,2.056,1,1
4.634728988229636,0.006311125999999999,2.430047338553522,0.6,0.04514279864878698,-5.819673555666468,-5.380306895882622,0.008189169822909202,1,1.210290442322677,1.4057211088362485,256.942,LTM,"LIFE TIME FITNESS, INC.",1,1.0,256.942,0,1
4.61512051684126,-0.001746016,2.4374268510518906,0.6996197718631179,0.05499360539472154,-4.916499028159947,-5.127808121827154,0.010812696198116497,0,1.0987048081975697,0.0,3.88,ALTU,Altus Pharmaceuticals Inc. ,0,1.0,3.88,0,1
2.772588722239781,0.030930352999999997,2.583351058287545,0.5829383886255924,0.04303554274735831,-5.5616427074950785,-4.893813334919423,0.015754082612872238,0,0.002933275134388609,0.0,500.45996229508194,OCNF,OCEANFREIGHT INC.,0,1.0,500.45996229508194,1,1
3.6109179126442243,-0.039903189,2.5441055131967203,0.6842105263157895,0.06140350877192982,-4.830689291815418,-4.8580882660035325,0.014955421340235836,1,1.1463532041559183,1.9258567855541788,1.805,ICPT,INTERCEPT PHARMACEUTICALS INC,1,1.0,1.805,0,1
4.499809670330265,0.020715002,2.482708389983075,0.6368159203980099,0.06176358798935766,-4.457392597426927,-5.071758900133758,0.011402508551881414,0,1.2146556193223292,0.0,7.377999999999999,ACAD,ACADIA PHARMACEUTICALS INC,0,1.0,7.377999999999999,1,0
4.276666119016055,-0.067296178,2.4623349914143793,0.6080760095011877,0.04283071230342276,-5.3179349970811325,-4.231981105284945,0.012858464384828861,0,1.05486505171879,1.9740230337485711,20.752,RBCN,"Rubicon Technology, Inc. ",0,1.0,20.752,0,1
5.598421958998375,-0.023595744,2.460184340966127,0.5129740518962076,0.05522009276275488,-5.139041635755747,-4.607535806752218,0.012339196639537937,1,1.6511151541624305,2.046528216187626,508.715,WTI,W&T OFFSHORE INC ,1,1.0,508.715,0,0
4.532599493153256,-0.030411458,2.4597209298709863,0.5691056910569106,0.06211080951620629,-4.753430535961138,-4.871213571617522,0.013412102826121666,0,1.3585709492431484,2.027400665191134,10.577,CYTK,CYTOKINETICS INC,0,1.0,10.577,0,1
4.762173934797756,0.002756461,2.3671758855304543,0.6371951219512195,0.04011824324324324,-5.078557913218067,-5.078557913218067,0.00855152027027027,1,0.996920160619393,2.371262202993375,139.357,AVAV,AeroVironment Inc ,1,1.0,139.357,0,1
4.941642422609304,-0.024693937000000003,2.3903920930447664,0.6597222222222222,0.06281792490916431,-5.435257295359185,-5.029792187251021,0.010577311263625353,1,2.0758117736292574,1.823218358642896,1160.351,WBMD,WebMD Health Corp.,1,1.0,1160.351,0,0
4.276666119016055,-0.024693937000000003,2.349875351466231,0.605,0.061326291079812204,-5.766757273817589,-4.721633670100466,0.0075312989045383414,0,1.2795479367555358,0.0,160.871,CBOU,"Caribou Coffee Company, Inc.",0,1.0,160.871,0,0
4.532599493153256,0.031567242999999995,2.49714648503627,0.5714285714285714,0.05866595231717118,-4.938433005572568,-5.280528499748144,0.009375837128315028,1,1.7018494953624972,0.0,130.688,EBS,Emergent BioSolutions Inc. ,1,1.0,130.688,1,0
4.3694478524670215,0.041612502999999995,2.46973968441054,0.5303430079155673,0.04540203327171904,-5.539647476470101,-5.077023954521988,0.01282347504621072,1,1.136416747991965,1.9740230337485711,157.19799999999998,CTRN,Citi Trends Inc,1,1.0,157.19799999999998,0,1
4.890349128221754,0.00801417,2.498385546160634,0.6181384248210023,0.05973615756224452,-5.058276299776553,-4.709251533343414,0.01244890375325158,1,1.466337068793427,2.087064022423232,32.179,COGT,"Cogent, inc.",1,1.0,32.179,0,1
5.75890177387728,0.0046696179999999995,2.5116807914859063,0.6126629422718808,0.05060259001422262,-5.034037475335229,-4.836506499877745,0.012950071113107269,0,1.3772212338913608,2.7144176165949063,186.101,ZIP,ZIPCAR INC,0,1.0,186.101,0,1
4.718498871295094,-0.050974646,2.4474126248523738,0.7148846960167715,0.046273546273546275,-5.3018726827503135,-4.780147768526287,0.012558012558012558,0,-0.1255685364625203,0.0,42.674,IMI,INTERMOLECULAR INC ,0,1.0,42.674,1,0
4.605170185988092,0.026627414,2.4962829365396018,0.525,0.050708553867167494,-5.379555940085453,-4.724149087508355,0.017073587160662457,0,1.0499088401227692,0.0,0.493,CRYO,CRYOCOR INC,0,0.0,0.493,1,0
5.480638923341991,0.064599345,2.47752796713894,0.6268656716417911,0.053355534641279956,-5.47292244615354,-5.138916302027521,0.01042496199232607,0,1.3127293316184487,2.847033872200803,79.503,VCRA,"VOCERA COMMUNICATIONS, INC",0,1.0,79.503,0,1
3.332204510175204,-0.001972269,2.438968606360918,0.5688775510204082,0.05101714772606241,-5.509707910532161,-5.004159343867014,0.011715837682394292,1,1.393228514215306,0.0,71.26899999999999,SHMR,Shamir Optical Industry Ltd.,1,1.0,71.26899999999999,0,1
4.248495242049359,-0.013775441999999999,2.468169220946684,0.5434782608695652,0.06312900274473925,-5.0507713391212254,-4.745389689570043,0.011436413540713633,0,1.4706850640855993,1.8820720577620569,8.677999999999999,CGTK,"ANESIVA, INC.",0,1.0,8.677999999999999,0,1
5.726847747587197,0.006385607,2.4758989835842904,0.561624649859944,0.052124220734241514,-5.248988595817667,-4.641854289917762,0.009697529438928654,0,0.8801857225261565,0.0,500.45996229508194,VCG,"WINDSTREAM HOLDINGS, INC. ",0,1.0,500.45996229508194,1,1
4.30406509320417,-0.017173042,2.484490479744443,0.48517520215633425,0.05432158377595365,-4.996729531780326,-4.817388603124509,0.013399323998068566,1,0.7507611572820313,1.682390865739974,25.05,KONA,KONA GRILL INC,1,0.0,25.05,0,1
6.725033642166843,0.044272134000000005,2.4363298046153767,0.5477386934673367,0.05339700455828088,-5.573131284006449,-5.15818743194374,0.014868678098545692,1,1.5468830864716212,2.371262202993375,35.075,CPIX,CUMBERLAND PHARMACEUTICALS INC,1,1.0,35.075,0,0
4.976733742420574,0.011457396000000002,2.4317576641872747,0.5908045977011495,0.054731832326560495,-4.916873914281782,-4.401060749004752,0.01070840197693575,1,0.9774966627447479,0.0,225.768,NSTC,NESS TECHNOLOGIES INC,1,1.0,225.768,1,1
4.430816798843313,-0.054119919,2.0934229012585748,0.7179962894248608,0.04583359070974118,-5.6145498343357865,-4.616913463007679,0.010500957440237197,1,1.5021332191983383,0.0,260.527,QNST,"QUINSTREET, INC",1,1.0,260.527,1,0
4.804021044733257,-0.051449425,2.5072401524776113,0.584493041749503,0.05124068525773988,-5.46667828923399,-4.653729908861424,0.011523392486748099,0,1.798307381608027,0.0,62.025,PFWD,Phase Forward Inc ,0,1.0,62.025,1,1
4.454347296253507,0.023529935,2.501839521669425,0.5784671532846716,0.05049587402528579,-5.184588601219693,-4.8346933442663405,0.01097736391854039,1,1.423377179768735,2.656646422956528,156.102,TTPY,TomoTherapy Inc,1,1.0,156.102,0,1
5.0238805208462765,-0.00425734,2.4610898169538467,0.6287625418060201,0.058823529411764705,-4.752234592895198,-4.631281982477536,0.013195215192995437,0,1.2669811240522646,0.0,21.636,SGXP,"SGX PHARMACEUTICALS, INC.",0,1.0,21.636,1,0
5.1647859739235145,0.032420036,2.3280404312743497,0.6743421052631579,0.05516767769257182,-6.260567368405692,-5.014879149751676,0.007897447636488497,0,1.0837549970171896,0.0,20.393,VOCS,"Vocus, Inc. ",0,1.0,20.393,1,1
5.407171771460119,0.047434549000000006,2.4303796181815187,0.6289978678038379,0.04598329299711141,-5.397460317284716,-4.67041158504909,0.011866656257319072,1,0.47932154332547927,0.0,205.50900000000001,IWA,IOWA TELECOMMUNICATIONS SERVICES INC,1,1.0,205.50900000000001,0,1
4.59511985013459,-0.003979156,2.5001527276469413,0.5587734241908007,0.05251624603294544,-5.539300835990577,-5.22786467753069,0.012392322804896478,1,1.6238410638825034,0.0,79.012,TTGT,TechTarget Inc,1,1.0,79.012,0,1
4.574710978503383,0.033593112,2.3814864885173215,0.495114006514658,0.04318604318604319,-4.9608446295932405,-5.002517325993808,0.01001001001001001,1,0.9163423305429208,1.7710976153043514,14.798,BUN,PARENT CO,1,0.0,14.798,0,1
2.995732273553991,0.003843745,2.4283127380787692,0.65625,0.06335668595796527,-5.084251341996391,-4.740777909916194,0.013402375875723424,1,1.4092432941054351,0.0,19.765,LIMS,STARLIMS Technologies Ltd ,1,0.0,19.765,1,1
4.127134385045092,0.00586084,2.4947386550973887,0.5590778097982709,0.055074183976261126,-5.126935749792416,-4.669510902753541,0.01744807121661721,0,1.4922038960390573,0.0,500.45996229508194,FOLD,AMICUS THERAPEUTICS INC,0,1.0,500.45996229508194,0,0
4.330733340286331,0.044010947,2.4716421438189307,0.6017699115044248,0.05088228184674885,-5.12905304891073,-4.466996455420816,0.008460236886632826,1,1.2269347280647966,2.371262202993375,41.056000000000004,DTSI,"DTS, INC.",1,0.0,41.056000000000004,0,1
4.51085950651685,0.040619987999999996,2.4492397223887394,0.8263473053892215,0.06050421025451458,-5.3186546102696735,-4.538496052720099,0.010867628719045074,0,0.8843742775538389,0.0,500.45996229508194,ACRX,ACELRX PHARMACEUTICALS INC,0,0.0,500.45996229508194,1,0
5.529429087511423,0.03364896,2.4484104839807177,0.6503067484662577,0.04343779087806392,-4.971987551092582,-4.942573665886288,0.010652601096287103,1,0.9260787184404462,0.0,243.446,DEEP,Superior Offshore International Inc. ,1,1.0,243.446,0,1
5.3706380281276624,-0.038341546000000004,2.444774937510617,0.5156576200417536,0.05198555956678701,-5.649335314171628,-4.585509141588934,0.013176895306859206,1,1.6333220465322755,0.0,72.992,BEAT,"CardioNet, Inc. ",1,1.0,72.992,1,0
4.836281906951478,-0.006702548000000001,2.4447611154422386,0.6433333333333333,0.048173636844891475,-5.6138930597926375,-4.881215040476056,0.00929357096641374,1,0.8195625725402859,1.805165505978112,320.732,CPII,"CPI INTERNATIONAL, INC.",1,1.0,320.732,0,0
5.204006687076795,0.033823206,2.279747114631363,0.7704280155642024,0.04168620463284254,-5.033208331447433,-5.267201898785709,0.00928444152677483,0,0.0,3.218297948685433,64.482,BV,Bazaarvoice Inc,0,1.0,64.482,0,1
4.61512051684126,-0.000170593,2.4668815159419606,0.48355263157894735,0.04157010428736964,-5.472560402776789,-4.728982368589953,0.009559675550405562,1,0.5108256237659907,0.0,81.275,UPG,UNIVERSAL POWER GROUP ,1,0.0,81.275,1,1
4.653960350157523,0.005496375,2.4386823422898947,0.6185567010309279,0.053400406307439294,-5.746977409102005,-5.218133279833335,0.008609848118409596,0,1.5208616885695059,0.0,92.478,BBBB,BLACKBOARD INC,0,1.0,92.478,0,1
4.727387818712341,0.035642376,2.4410969847374733,0.6801872074882995,0.04858255788790305,-4.996347034687856,-4.724794344165959,0.00995455529106254,1,1.5359534291870218,0.0,428.51599999999996,AMRC,"Ameresco, Inc.",1,1.0,428.51599999999996,1,1
4.1588830833596715,-0.003981064,2.275415612212532,0.6896551724137931,0.045949214026602174,-5.213727298247417,-5.080195905622895,0.01166004491276559,1,1.2728989166256055,2.274366019525953,296.887,RUE,"rue21, inc",1,1.0,296.887,0,1
4.634728988229636,0.043563711,2.426968749884853,0.6978723404255319,0.04403695214280753,-5.415892047166683,-4.856276259231261,0.01139126206848649,1,2.689529678675953,2.519842099789747,691.7539999999999,LVS,LAS VEGAS SANDS CORP,1,1.0,691.7539999999999,0,1
5.424950017481403,0.030940586000000003,2.319328078470276,0.711340206185567,0.05075006048874909,-5.088080362347352,-4.702417881535367,0.011553351076699733,0,2.020657189070506,1.7710976153043514,310.295,MTSI,"MACOM Technology Solutions Holdings, Inc.",0,1.0,310.295,0,1
4.990432586778736,0.012283636,2.3965526940308637,0.578838174273859,0.05078318219291014,-5.848088940448682,-4.749476651780572,0.011046990931574609,1,1.2747770492849693,0.0,302.541,SMCI,"Super Micro Computer, Inc. ",1,1.0,302.541,1,1
4.605170185988092,0.056994918,2.903686642292742,0.7408536585365854,0.07348923556663617,-5.110155917567499,-4.020239335866943,0.01716488400735169,1,0.02905102692120859,0.0,1239.711,CLD,CLOUD PEAK ENERGY INC. ,1,1.0,1239.711,1,0
4.787491742782046,0.01076545,2.434253375371887,0.6582633053221288,0.04802147544243388,-5.387482220242815,-5.121779054509809,0.009246371047922052,1,0.7171446247474756,2.4871131731971623,41.633,CYNO,CYNOSURE INC,1,1.0,41.633,0,1
4.477336814478207,0.013508915,2.48888425620374,0.6519174041297935,0.054368712557929244,-5.062482006748237,-4.0379776902338484,0.013111789307109755,0,1.6628168463626636,0.0,1771.4,KAR,"KAR Auction Services, Inc.",0,1.0,1771.4,1,1
4.6443908991413725,-0.019102443,2.5096813517070076,0.7224770642201835,0.05932674920016692,-5.030159757273813,-4.272640292797193,0.010815134232855753,0,1.7072886157699443,0.0,4458.0,FSL,"Freescale Semiconductor, Ltd.",0,1.0,4458.0,1,1
4.77912349311153,-0.036967158,2.524040681616046,0.5295698924731183,0.05242265032107414,-5.2487769209879005,-5.391877764628574,0.013076474022183305,0,0.8322383446539626,0.0,1.5719999999999998,DCIN,Digital Cinema Destinations Corp. ,0,0.0,1.5719999999999998,1,1
4.330733340286331,0.051102895999999995,2.430734970284682,0.6611909650924025,0.05921787709497207,-5.3617391929855325,-4.5561140289988975,0.012737430167597765,0,1.0835956021156217,0.0,49.63399999999999,EXAM,"ExamWorks Group, Inc. ",0,1.0,49.63399999999999,1,1
4.709530201312334,0.04822231900000001,2.4304697325649705,0.526829268292683,0.05675033025099075,-5.429398470509051,-4.649742047039823,0.01130779392338177,1,1.1702140347820427,1.8820720577620569,144.235,MDAS,MEDASSETS INC,1,1.0,144.235,0,1
6.478509642208569,-0.002712192,2.501549437307693,0.6424682395644283,0.05072414496498266,-5.0742902728512735,-4.5084825146679295,0.011695111171550962,1,1.944267922768148,0.0,1684.158,EDMC,EDUCATION MANAGEMENT Corp,1,1.0,1684.158,1,1
4.51085950651685,0.050890499000000006,2.4029471613544677,0.6894941634241245,0.061365373590674566,-4.989692367783393,-4.287811507254693,0.014188801834511752,1,1.6936422523371968,3.3471647504108475,259.295,BARE,BARE ESCENTUALS INC,1,1.0,259.295,0,1
4.330733340286331,0.010983106000000001,2.4638960542128463,0.5336134453781513,0.05700356272267017,-5.180471828938447,-4.797479576682341,0.011625726607912995,0,1.5909716105239584,1.9740230337485711,2.585,FOXH,"FOXHOLLOW TECHNOLOGIES, INC",0,1.0,2.585,0,1
5.214935757608986,0.03686689,2.4435373507311864,0.6711409395973155,0.05515257628814407,-5.297817241506355,-4.797041953593865,0.013631815907953976,0,0.9321640810304452,0.0,640.138,IBI,"INTERLINE BRANDS, INC./DE ",0,1.0,640.138,1,1
4.343805421853684,0.08987183,2.4673765130133503,0.5767790262172284,0.06543550966991421,-5.280589727830423,-4.90411215659551,0.012360040715428238,0,1.333263373607252,0.0,500.45996229508194,AVNC,"MiddleBrook Pharmaceuticals, Inc.",0,1.0,500.45996229508194,1,0
4.6443908991413725,0.036631906,2.418755413976116,0.6479750778816199,0.04664938911514254,-6.16677629840451,-4.889115778287414,0.009502653338269777,0,0.8392815792358593,0.0,67.263,WLDN,"Willdan Group, Inc. ",0,0.0,67.263,0,1
5.598421958998375,0.009441569,2.484312926587717,0.6974063400576369,0.04756380510440835,-4.953702479303303,-4.669450941948311,0.013147718484145398,0,1.9625270349929484,0.0,500.45996229508194,CDM,"China Century Dragon Media, Inc. ",0,0.0,500.45996229508194,1,1
5.272999558563747,0.014065942,2.412000074881848,0.5695238095238095,0.04998811692941456,-5.779714179623215,-4.828155308911602,0.009744117880060207,1,1.240296898441378,1.9740230337485711,122.98,LHCG,"LHC Group, Inc",1,0.0,122.98,0,1
5.062595033026967,-0.029881386,2.4460858028991765,0.5952380952380952,0.06314963718376153,-5.646427963158991,-4.752610087136895,0.013139831339478329,0,1.2576629169056819,0.0,0.17,XCYT,"Cyclacel Pharmaceuticals, Inc",0,0.0,0.17,1,1
4.465908118654584,-0.030234717,2.4262837445021566,0.5399449035812672,0.04436860068259386,-4.865135610848085,-4.645276134735066,0.010112501580078372,0,1.4725666562322541,1.9258567855541788,34.12,PUMP,ANIMAS CORP,0,1.0,34.12,0,1
4.990432586778736,0.011934978,2.3772989510055216,0.7962962962962963,0.0614953852535518,-5.334535229917074,-4.17677526874627,0.009592450482215078,0,1.890626950689217,0.0,113.695,MOTR,MOTRICITY INC,0,1.0,113.695,1,1
6.421622267806518,0.02517254,2.516062405847651,0.6320346320346321,0.05619892715696596,-5.080552469465528,-4.617630306332576,0.011831353085677045,0,2.25733579046318,0.0,196.737,SSNI,SILVER SPRING NETWORKS INC,0,1.0,196.737,0,1
5.313205979041787,0.008953658,2.419283802629554,0.5805168986083499,0.05161567057477838,-5.418820713138175,-4.74193405345001,0.012296253931941665,1,0.9976394266119015,1.6321399230336169,757.7260000000001,CPX,"SPN Fairway Acquisition, Inc. ",1,1.0,757.7260000000001,0,1
