,C1,C4,T3_,T4_,T5_,S1_,S2_,S3_,C3_,C5_,C6_,Imputed_C7,I1,I2,C3_,Imputed_C2,Imputed_C7,Y1,Y2
19,5.332718793265369,-0.012692392,2.391802448108813,0.521484375,0.03671687778158165,-5.414731944926205,-5.00926683681804,0.007788428620335502,1,1.3374156755325535,2.320794416806389,132.5,ALGT,Allegiant Travel CO ,1,1.0,132.5,0,1
20,5.159055299214529,0.045262646,2.473740725432677,0.6257928118393234,0.05564814143902616,-5.342841590261615,-4.619841446551988,0.013187450184769219,0,1.5561677356108232,0.0,500.45996229508194,ALIM,ALIMERA SCIENCES INC ,0,1.0,500.45996229508194,1,0
21,4.356708826689592,0.05404000900000001,2.380907369203963,0.5972927241962775,0.04715333566189312,-5.526011949697665,-5.278603776383824,0.006147397834439399,1,1.4887341450020337,1.8820720577620569,1707.5639999999999,ALJ,"Alon USA Energy, Inc. ",1,1.0,1707.5639999999999,0,1
22,4.219507705176107,0.00254564,2.4509690648505877,0.5340501792114696,0.04688689298218907,-5.4228210629059985,-4.257517399739217,0.014766326685949155,0,1.0898200835949818,0.0,64.60600000000001,ALLI,ALLION HEALTHCARE INC,0,1.0,64.60600000000001,0,1
23,4.51085950651685,0.035827733,2.4965096516443115,0.6048387096774194,0.058778509107607534,-4.724178524294331,-5.121059888711104,0.015306903413439462,0,1.3498031833931343,0.0,0.17600000000000002,ALNY,"ALNYLAM PHARMACEUTICALS, INC.",0,1.0,0.17600000000000002,1,1
24,4.61512051684126,-0.001746016,2.4374268510518906,0.6996197718631179,0.05499360539472154,-4.916499028159947,-5.127808121827154,0.010812696198116497,0,1.0987048081975697,0.0,3.88,ALTU,Altus Pharmaceuticals Inc. ,0,1.0,3.88,0,1
25,4.330733340286331,-0.003957877,2.455209282601291,0.6023166023166023,0.057854406130268196,-5.382198850528739,-4.523066532494532,0.015197956577266922,0,1.4152519676751056,0.0,2.23,ALXA,Alexza Pharmaceuticals Inc. ,0,1.0,2.23,1,1
26,6.1903154058531475,-0.037115499999999996,2.533269754835826,0.6753507014028056,0.057410964977094726,-5.002100810275321,-5.035623502313964,0.017511452637801093,1,1.462848760946672,0.0,94.73899999999999,AMBA,AMBARELLA INC ,1,1.0,94.73899999999999,1,1
27,3.6888794541139363,0.025763709,2.0934229012585748,0.6337760910815939,0.05391176862588298,-5.787564003616579,-4.417708368839849,0.011128881780621085,0,0.8735899874969951,1.739464085489495,345.32199999999995,AMIS,AMIS HOLDINGS INC,0,1.0,345.32199999999995,0,1
28,4.727387818712341,0.035642376,2.4410969847374733,0.6801872074882995,0.04858255788790305,-4.996347034687856,-4.724794344165959,0.00995455529106254,1,1.5359534291870218,0.0,428.51599999999996,AMRC,"Ameresco, Inc.",1,1.0,428.51599999999996,1,1
29,4.31748811353631,-0.015947286,2.4900599891513413,0.6972704714640199,0.051739813207703114,-4.766149095311842,-4.775905270257207,0.013389536325316143,0,0.796539272642633,0.0,18.643,ANAC,"Anacor Pharmaceuticals, Inc.",0,1.0,18.643,1,1
30,3.7376696182833684,-0.037115499999999996,2.4477782929903547,0.6539792387543253,0.05220314988497611,-5.343750933625515,-5.272291969643369,0.009968737096679054,1,1.3769574071126771,0.0,257.056,ANFI,Amira Nature Foods Ltd. ,1,1.0,257.056,1,0
31,4.430816798843313,-0.034465128,2.3462457841496005,0.6810176125244618,0.04766877572332453,-5.434951335567194,-5.10251136247392,0.006757171816450642,0,1.8440899120035956,2.027400665191134,59.038999999999994,ANGI,"Angie's List, Inc. ",0,1.0,59.038999999999994,0,1
32,4.418840607796598,0.020715002,2.411061471958498,0.5319148936170213,0.05367626502655857,-5.025279318108905,-5.025279318108905,0.013139502376292984,1,1.7436101253304723,0.0,38.434,ANGO,ANGIODYNAMICS INC,1,0.0,38.434,1,1
33,6.021023349349527,0.085096705,2.514910399841076,0.5671641791044776,0.05592941528338567,-5.3114130605874985,-4.4971214966684645,0.014505757439808583,0,1.2481775401314017,3.786417676010863,68.525,AONE,"B456 SYSTEMS, INC. ",0,1.0,68.525,0,1
34,3.367295829986474,0.016442651000000003,2.482713034631168,0.7061855670103093,0.05553732567678425,-5.383019531740168,-4.654781031368953,0.013125512715340444,0,1.4685224408053705,0.0,185.076,AOSL,ALPHA & OMEGA SEMICONDUCTOR Ltd,0,1.0,185.076,0,0
35,4.543294782270004,-0.012382727,2.4577836538774855,0.5825,0.053774050320670945,-5.373602457176042,-4.989643554288841,0.009669462259496794,1,1.291178786378772,2.008968729832627,40.045,APEI,AMERICAN PUBLIC EDUCATION INC,1,1.0,40.045,0,1
36,4.890349128221754,0.056474747,2.486941830498745,0.6307129798903108,0.05710211841390549,-5.503161160690813,-4.593559416967454,0.011950027159152634,1,1.5977766785718404,3.2931687800417477,36.12,APKT,ACME PACKET INC,1,1.0,36.12,0,1
37,4.465908118654584,0.016234824,2.4558261629520026,0.6539278131634819,0.047122471381527364,-5.279212956979579,-5.0109489703849,0.008075897757566253,0,1.1827321350428368,1.4189834119703841,52.897,ARAY,ACCURAY INC CIK,0,1.0,52.897,0,1
38,5.075173815233827,0.03686689,2.4285864548412137,0.577639751552795,0.04419746704574826,-5.398550473771045,-4.8595539730383575,0.016154044972861204,1,1.3083385472715325,2.5543647746451774,519.966,ARBX,ARBINET Corp,1,1.0,519.966,0,1
39,4.356708826689592,0.056994918,2.3929534891519153,0.6485981308411215,0.05422955422955423,-5.389773977036372,-5.31566600488265,0.009184509184509184,1,1.3905540358100832,1.462008869106433,32.068000000000005,ARCL,"Archipelago Learning, Inc.",1,1.0,32.068000000000005,0,1
40,2.995732273553991,0.0046696179999999995,2.4058145814837264,0.7517482517482518,0.052843888664784185,-5.330703882247191,-4.791707381514503,0.007203365412320637,1,1.0477941936938089,2.777566121439121,3018.118,ARCO,Arcos Dorados Holdings Inc. ,1,1.0,3018.118,0,1
41,4.77912349311153,-0.019999416000000002,2.4183584384199137,0.598159509202454,0.0461324570273003,-5.574938491640393,-4.756628168126442,0.011880687563195146,1,0.9401541641341384,0.0,46.672,AREX,Approach Resources Inc,1,1.0,46.672,1,1
42,3.6375861597263857,0.029256701,2.5045912153414376,0.6666666666666666,0.049263450042698546,-5.128671884525165,-4.247215105326642,0.013983774551665244,1,0.8522990980292089,2.8655216231663623,608.16,ARII,"American Railcar Industries, Inc. ",1,1.0,608.16,0,1
43,4.718498871295094,-0.006417681999999999,2.4648957209534537,0.5700197238658777,0.05622393326916907,-5.061472788420207,-4.489278218277923,0.011389156239974335,0,1.1675571456856975,0.0,500.45996229508194,ARP,"ARC DOCUMENT SOLUTIONS, INC.",0,1.0,500.45996229508194,1,1
44,5.049856007249537,-0.0008063219999999999,2.3100726138005387,0.6581352833638026,0.04953631703242901,-5.7366298995067995,-4.712125582992411,0.011174471516617707,0,1.5060955098088444,0.0,69.833,ARST,ArcSight Inc ,0,1.0,69.833,1,0
45,5.402677381872279,-0.004839838,2.421536174194687,0.6357142857142857,0.061957569913211184,-5.412610837265139,-4.67972332805568,0.012777242044358728,0,1.223413665425352,0.0,500.45996229508194,ARTE,ARTES MEDICAL INC,0,1.0,500.45996229508194,1,1
46,4.624972813284271,0.028309953,2.495947968114196,0.687960687960688,0.049487365786711875,-5.512379809126054,-5.005562206757602,0.007830790344716235,0,2.2399245140853026,2.811442217672497,72.503,ARUN,"ARUBA NETWORKS, INC.",0,1.0,72.503,0,1
47,3.6635616461296463,0.0027190290000000004,2.522824258879834,0.4663677130044843,0.05749163221106517,-5.165573840814771,-4.438525108579144,0.014963575506989565,0,1.5208610076147107,0.0,500.45996229508194,ASPV,Aspreva Pharmaceuticals CORP,0,1.0,500.45996229508194,1,1
48,4.7535901911063645,-0.022464022,2.45124073295138,0.6096681096681097,0.057173107464266806,-4.854984028327187,-3.9550068719445557,0.01767122942347929,0,1.3184593156374254,0.0,74.005,ATEC,"Alphatec Holdings, Inc. ",0,1.0,74.005,1,0
49,4.499809670330265,0.034695124,2.4440380464791414,0.6203090507726269,0.053901437371663245,-5.677438499316599,-5.048829839894225,0.011550308008213552,0,1.6147145276747044,2.7144176165949063,75.813,ATHN,ATHENAHEALTH INC,0,1.0,75.813,0,1
50,4.672828834461906,0.015487111999999999,2.4481295489182147,0.6169354838709677,0.06184012066365008,-4.867534450455582,-4.810376036615634,0.020044915666782265,0,1.0903726021615667,0.0,19.157,ATRC,"AtriCure, Inc.",0,1.0,19.157,1,1
51,4.532599493153256,-0.059933232,2.487302371298934,0.5171232876712328,0.0582018927444795,-5.22827352281511,-5.065754593317335,0.016246056782334387,0,1.3199178853112832,0.0,8.822000000000001,AUXL,AUXILIUM PHARMACEUTICALS INC ,0,1.0,8.822000000000001,1,0
52,4.762173934797756,0.002756461,2.3671758855304543,0.6371951219512195,0.04011824324324324,-5.078557913218067,-5.078557913218067,0.00855152027027027,1,0.996920160619393,2.371262202993375,139.357,AVAV,AeroVironment Inc ,1,1.0,139.357,0,1
53,4.454347296253507,0.049754822000000004,2.465927180277547,0.6948775055679287,0.05476795506219072,-5.017614251425271,-5.027766622889289,0.01263875886050555,0,1.1920631990141484,0.0,20.719,AVEO,AVEO PHARMACEUTICALS INC,0,1.0,20.719,1,0
54,5.857933154483459,0.059353422999999995,2.418309424840568,0.55,0.0652282082598272,-5.151619315515492,-4.22290606364278,0.014248880445107885,1,1.6975174814349305,1.9258567855541788,1699.0,AVGO,Broadcom Ltd ,1,1.0,1699.0,0,1
55,4.343805421853684,0.08987183,2.4673765130133503,0.5767790262172284,0.06543550966991421,-5.280589727830423,-4.90411215659551,0.012360040715428238,0,1.333263373607252,0.0,500.45996229508194,AVNC,"MiddleBrook Pharmaceuticals, Inc.",0,1.0,500.45996229508194,1,0
56,4.499809670330265,-0.01458234,2.433036585748314,0.634453781512605,0.03459190594619037,-4.868212953252166,-5.175697653000126,0.011681362574421584,1,1.3557915356089574,1.5346678229284634,935.4680000000001,AVR,AVENTINE RENEWABLE ENERGY HOLDINGS INC,1,1.0,935.4680000000001,0,0
57,5.003946305945459,-0.024693937000000003,2.481355619118447,0.5407407407407407,0.0559748427672956,-4.614648929942635,-5.120197496607782,0.011320754716981131,0,1.1172208581440337,0.0,1.9,AVRX,AVALON PHARMACEUTICALS INC,0,0.0,1.9,1,0
58,4.700480365792417,0.019299589,2.305609023995222,0.717948717948718,0.04437970564867012,-5.362011277070202,-5.126047037326931,0.011047633460709015,1,2.846098026634757,1.805165505978112,167.88400000000001,AWAY,HOMEAWAY INC,1,1.0,167.88400000000001,0,1
59,5.472270673671475,0.004303735,2.5157534949698563,0.6360153256704981,0.055823127379478005,-5.062457434127541,-4.2892675458940595,0.01137562497133159,0,1.0147308046874077,0.0,2214.215,AWK,"American Water Works Company, Inc.",0,1.0,2214.215,1,0
60,4.204692619390966,0.012708623,2.4800413871529194,0.6051188299817185,0.05294379356369568,-5.350524305934855,-5.078590590451213,0.012976419991101884,0,1.7064057192742992,1.6565038123598101,32.978,AYR,Aircastle LTD ,0,1.0,32.978,0,1
61,4.07753744390572,0.002046755,2.4916961694690016,0.6189555125725339,0.05804971319311664,-4.873287102945032,-4.360463476516369,0.014455066921606119,0,1.1436094908654988,0.0,389.962,BAGL,EINSTEIN NOAH RESTAURANT GROUP INC,0,1.0,389.962,1,1
62,5.003946305945459,-0.012062165,2.430324732892412,0.740506329113924,0.048891912908242616,-5.186948498674096,-4.844284291804962,0.00806765163297045,0,2.153607260890654,0.0,4351.218,BAH,Booz Allen Hamilton Holding Corp,0,1.0,4351.218,1,1
63,4.990432586778736,0.046380150999999994,2.6170599153078227,0.5555555555555556,0.050827966881324745,-6.1802466709048804,-4.766553335596876,0.013799448022079117,0,0.3207973519062748,0.0,500.45996229508194,BALT,Baltic Trading Ltd ,0,1.0,500.45996229508194,1,0
64,4.51085950651685,0.050890499000000006,2.4029471613544677,0.6894941634241245,0.061365373590674566,-4.989692367783393,-4.287811507254693,0.014188801834511752,1,1.6936422523371968,3.3471647504108475,259.295,BARE,BARE ESCENTUALS INC,1,1.0,259.295,0,1
65,6.768811483082619,0.01076545,2.4442066156106437,0.5328467153284672,0.05186308146493258,-5.1053871043251915,-4.591933358152931,0.010053458868586931,1,0.99429889865689,4.196691337474689,311.502,BAS,BASIC ENERGY SERVICES INC,1,1.0,311.502,0,1
66,4.653960350157523,0.005496375,2.4386823422898947,0.6185567010309279,0.053400406307439294,-5.746977409102005,-5.218133279833335,0.008609848118409596,0,1.5208616885695059,0.0,92.478,BBBB,BLACKBOARD INC,0,1.0,92.478,0,1
67,5.472270673671475,0.019731083,2.4537094388944105,0.5841750841750841,0.04993173395748001,-5.769687249543919,-4.617007739605534,0.01157271958910344,0,1.1576545309770623,2.5344079845856546,75.436,BBG,BILL BARRETT CORP,0,1.0,75.436,0,1
68,4.418840607796598,-0.061579849000000006,2.4612540933344826,0.6821705426356589,0.050940364804838864,-5.801079316104435,-4.651694702062902,0.011813628201493242,1,1.6748942599037417,2.6295358943292957,176.62400000000002,BBND,"BigBand Networks, Inc. ",1,1.0,176.62400000000002,0,1
69,4.709530201312334,0.036117216,2.446270511612289,0.5717344753747323,0.0504453735684421,-4.962026931581719,-4.7107125033008135,0.011270678058534812,1,0.6549259677397475,0.0,311.709,BBRG,"Bravo Brio Restaurant Group, Inc. ",1,1.0,311.709,1,1
70,4.343805421853684,0.010983106000000001,2.4495827336964697,0.601123595505618,0.039947466345627666,-5.228267084887994,-5.168843664417193,0.010397285761190762,1,0.9605591367482981,2.6034991753306884,213.672,BBW,BUILD A BEAR WORKSHOP INC,1,1.0,213.672,0,1
71,5.176149732573829,0.051526533,2.492464773938957,0.6365105008077544,0.05699262661670494,-5.8637520580400695,-4.901715304377711,0.011543575486522422,0,1.662980082204748,0.0,60.169,BCOV,BRIGHTCOVE INC,0,1.0,60.169,0,1
72,4.564348191467836,0.01806591,2.4308935002733025,0.6577181208053692,0.03733923385423869,-5.484935236512796,-5.014931607267061,0.01341446549578205,0,0.7810996770576524,2.2045556915418465,37.811,BDAY,"CELEBRATE EXPRESS, INC",0,0.0,37.811,0,1
73,5.365976015021851,0.032284299,2.474971592982447,0.6526946107784432,0.05273217899707668,-5.596624609604161,-4.420303336608735,0.011018664268045873,1,1.5584564602569198,0.0,143.062,BDE,"Bois d Arc Energy, Inc. ",1,0.0,143.062,1,0
74,5.3706380281276624,-0.038341546000000004,2.444774937510617,0.5156576200417536,0.05198555956678701,-5.649335314171628,-4.585509141588934,0.013176895306859206,1,1.6333220465322755,0.0,72.992,BEAT,"CardioNet, Inc. ",1,1.0,72.992,1,0
75,4.770684624465665,0.019835983,2.4549193753527443,0.5601023017902813,0.04493664146523267,-5.104455794970064,-4.765480428130732,0.010009583643914386,1,0.6691249052803444,0.0,559.54,BECN,BEACON ROOFING SUPPLY INC,1,1.0,559.54,0,0
76,4.532599493153256,0.010500795,2.3282339631396547,0.7516059957173448,0.04535452322738386,-5.591720745983427,-5.358789188303054,0.015281173594132029,1,1.8285514770214601,2.1544346900318834,1070.938,BFAM,BRIGHT HORIZONS FAMILY SOLUTIONS INC. ,1,1.0,1070.938,0,1
77,4.3694478524670215,0.011185303999999998,2.51245369287715,0.528395061728395,0.05079294665631585,-5.046423952953488,-4.501696777511816,0.013529998890983698,0,1.4950642333112008,0.0,22.65,BFRM,BIOFORM MEDICAL INC,0,1.0,22.65,1,1
78,5.916202062607435,-0.016128119,2.483077739573423,0.6470588235294118,0.04359972908906197,-5.4648482374356675,-4.8550826658147725,0.008465966813410091,0,2.5751861528534548,0.0,500.45996229508194,BHRT,"U.S. Stem Cell, Inc.",0,0.0,500.45996229508194,1,0
79,4.532599493153256,0.0033538170000000003,2.5002083848719456,0.6112852664576802,0.0655388871156506,-4.899863337570943,-4.844293486416132,0.015214384508990318,0,1.3563935544014818,0.0,500.45996229508194,BIOD,"ALBIREO PHARMA, INC.",0,1.0,500.45996229508194,0,1
80,5.236441962829949,0.0033405859999999996,2.558293412556964,0.668,0.050206124852767965,-5.26815266650177,-4.9114777225630375,0.017520612485276796,0,1.8230120127321594,0.0,500.45996229508194,BIOF,"Green Brick Partners, Inc.",0,1.0,500.45996229508194,1,1
81,4.51085950651685,-0.057978474,2.4208395182595037,0.7421487603305785,0.06063782003293906,-4.520840780604657,-4.379882904261962,0.007386335279732495,1,1.671840453990621,1.8420157493201932,1.94,BKC,Burger King Holdings Inc,1,1.0,1.94,0,1
82,6.492239835020471,-0.045701372999999997,2.420267482721056,0.5035714285714286,0.04792583280955374,-5.3572150077955225,-4.568757647431252,0.013984915147705845,1,0.8487795003117111,1.4938015821857216,148.224,BKRS,BAKERS FOOTWEAR GROUP INC,1,0.0,148.224,0,1
83,4.820281565605037,0.021811326000000002,2.346723580421314,0.7489597780859917,0.05063385533184191,-5.3217058336345175,-4.572885650648331,0.010589112602535422,1,2.0141207729997515,0.0,3841.264,BLMN,"Bloomin' Brands, Inc. ",1,1.0,3841.264,1,1
84,4.709530201312334,-0.002117746,2.4747943381402027,0.585278276481149,0.05585702915852688,-5.544960407039752,-5.164496601137005,0.010274220389262716,0,1.6449984738584404,1.4470893702387337,24.568,BLOG,"BladeLogic, Inc",0,1.0,24.568,0,1
85,5.288267030694535,0.009750672,2.5046607112673147,0.6163793103448276,0.059260393538013934,-5.47005278434505,-4.625355705657904,0.0113314447592068,0,0.8861407549232717,0.0,8.235,BLSW,"Bridgeline Digital, Inc.",0,0.0,8.235,1,1
87,4.51085950651685,-0.023720617000000003,2.4930633577924723,0.46335078534031415,0.062170579779587926,-5.158576257289201,-4.5524404537188845,0.010661236224245328,0,1.2191207535038642,0.0,4.5169999999999995,BMTI,"BIOMIMETIC THERAPEUTICS, INC. ",0,1.0,4.5169999999999995,1,1
88,4.770684624465665,0.064599345,2.317087853411736,0.7317784256559767,0.0400314657809632,-5.110852169103684,-4.812359180547688,0.008303469976400664,1,1.2027321550387806,2.274366019525953,117.616,BNNY,Annie's Inc,1,1.0,117.616,0,1
89,4.605170185988092,0.021052328999999998,2.4436159146598047,0.6675461741424802,0.04488566858003199,-4.967088118168525,-4.6659830253846035,0.00988049308365484,1,1.125298554886171,0.0,198.834,BODY,BODY CENTRAL CORP,1,1.0,198.834,1,0
90,5.3612921657094255,0.051102895999999995,2.419927923411235,0.6439169139465876,0.04953250222617987,-5.606692934951798,-4.384701625123184,0.01007346393588602,0,0.6967098792370914,0.0,141.873,BOX,SEACUBE CONTAINER LEASING LTD.,0,1.0,141.873,1,1
91,4.736198448394496,0.072227805,2.4888407173059424,0.625560538116592,0.05252011859381618,-5.8209303880302,-4.493476526933242,0.00940279542566709,1,1.3702350422278566,0.0,218.29,BPI,Bridgepoint Education Inc ,1,1.0,218.29,1,1
92,2.770838879042503,-0.017173042,2.4195479011497443,0.5660919540229885,0.04359925788497217,-5.233662896659683,-4.718498871295094,0.00939239332096475,0,1.286365689344426,2.371262202993375,21.873,BRNC,"Bronco Drilling Company, Inc.",0,0.0,21.873,0,1
93,4.532599493153256,0.041870711,2.479267487920251,0.6230677764565993,0.05910790841922831,-5.73274854919317,-4.796931394968659,0.01090030101249658,1,1.1926173343269841,0.0,95.62299999999999,BSFT,"BROADSOFT, INC",1,1.0,95.62299999999999,1,0
94,4.418840607796598,-0.030411458,2.538900119530643,0.5023474178403756,0.07190466572409614,-5.416302402003107,-5.140049025374949,0.019995960412037973,0,1.472116948445675,0.0,0.36700000000000005,BTRX,BARRIER THERAPEUTICS INC,0,1.0,0.36700000000000005,0,0
95,4.574710978503383,0.033593112,2.3814864885173215,0.495114006514658,0.04318604318604319,-4.9608446295932405,-5.002517325993808,0.01001001001001001,1,0.9163423305429208,1.7710976153043514,14.798,BUN,PARENT CO,1,0.0,14.798,0,1
96,5.204006687076795,0.033823206,2.279747114631363,0.7704280155642024,0.04168620463284254,-5.033208331447433,-5.267201898785709,0.00928444152677483,0,0.0,3.218297948685433,64.482,BV,Bazaarvoice Inc,0,1.0,64.482,0,1
97,4.2626798770413155,-0.023035852000000002,2.3358003168041446,0.5149501661129569,0.05010376519418915,-5.772182577898173,-4.472899593767911,0.007856507560035577,1,0.9441803100207885,2.371262202993375,96.10700000000001,BWLD,BUFFALO WILD WINGS INC,1,0.0,96.10700000000001,0,0
98,4.477336814478207,-0.023720617000000003,2.5150080565376745,0.5394736842105263,0.0470362590190885,-5.899806025211269,-4.779214829824385,0.010503242305233355,1,1.1355693305386017,2.087064022423232,12.231,BWTR,"Basin Water, Inc.",1,0.0,12.231,0,1
99,4.564348191467836,-0.013719046,2.4715946417441135,0.612,0.056258576002439394,-5.099713977179799,-4.4981339901453445,0.013797835035828633,1,0.7655415781541655,0.0,918.513,BWY,BWAY Holding CO ,1,1.0,918.513,1,0
100,4.543294782270004,0.030198862000000003,2.4849596208369955,0.6888888888888889,0.06207004377736085,-5.074548619839908,-4.878433740913618,0.010006253908692933,1,2.115147948424279,2.924017738212866,1392.4229999999998,CAB,CABELAS INC,1,1.0,1392.4229999999998,0,1
101,4.9344739331306915,0.025837185,2.451573946009918,0.5032258064516129,0.057493188010899185,-5.905361848054571,-5.212214667494625,0.017438692098092644,0,1.0567149055186604,0.0,500.45996229508194,CABG,CABG MEDICAL INC,0,0.0,500.45996229508194,0,1
102,4.605170185988092,0.024348417999999997,2.4714196586466937,0.6301369863013698,0.05424222797927461,-5.202065567088451,-4.721092906472141,0.016515544041450777,0,1.5420701483159955,0.0,500.45996229508194,CADX,CADENCE PHARMACEUTICALS INC,0,1.0,500.45996229508194,1,1
103,4.060443010546419,-0.013856031999999999,2.4514300386616337,0.6731234866828087,0.06373445501097294,-5.636253732274139,-4.778026801354745,0.01837966349670812,0,1.503555527292747,1.9740230337485711,26.586,CALD,CALLIDUS SOFTWARE INC,0,1.0,26.586,0,1
104,4.941642422609304,0.015247641000000001,2.453526805171153,0.6072607260726073,0.05893488137304392,-4.834516681426909,-4.620942581128849,0.009591115598182737,1,1.553134192063137,0.0,22.488000000000003,CALL,FUZEBOX SOFTWARE CO,1,1.0,22.488000000000003,0,0
105,4.820281565605037,0.053363823,2.5042377184794637,0.6524953789279113,0.047240994685388095,-5.4270518244948835,-4.5077804644825905,0.01233514861229578,0,1.7466182484366797,2.027400665191134,232.947,CALX,"CALIX, INC ",0,1.0,232.947,0,1
106,4.584967478670572,-0.010094639,2.420752125623206,0.6166902404526167,0.031595406265164175,-5.212942813048027,-4.75288951465546,0.00916590284142988,1,1.0817420473776336,0.0,500.45996229508194,CAP,"CAI International, Inc. ",1,1.0,500.45996229508194,0,0
107,4.51085950651685,-0.09267073076687746,2.302792458422762,0.7197943444730077,0.04956468611577822,-5.436858121166487,-4.884789538866447,0.012219337100962274,0,1.3454767415900653,0.0,38.563,CARB,Carbonite Inc,0,1.0,38.563,1,1
108,4.553876891600541,0.055379929,2.4728845468672502,0.7111111111111111,0.06082373443277936,-5.278412233998373,-4.757636279379214,0.011518680664768138,0,1.16746977691709,0.0,293.605,CATM,CARDTRONICS INC,0,1.0,293.605,1,0
