C1,C4,T3_,T4_,T5_,S1_,S2_,S3_,C3_,C5_,C6_,C7_,I1,I2,I3,C2,I3_bins,I3_bins_new,Y1,Y2
0.720210553862731,1.542342881743186,2.291773814392777,0.3084949883472323,0.9643338899246489,0.8798127463948259,0.811367435250308,0.7892274954346569,0.0837682672233821,0.6874071344397183,0.999879036670444,0.0,ADZA,ADEZA BIOMEDICAL CORP,2835.0,1.0,5.0,2.0,0.0,1.0
1.0,1.826356311397293,1.4626581040426785,0.4510772773240246,0.4090336643047814,0.6831019554080211,0.9196027953485247,0.5605927643890711,0.5785490605427975,0.665044918002814,0.0,0.6230770249607198,AFFY,AFFYMAX INC,2834.0,1.0,5.0,2.0,0.0,1.0
0.9432791533248558,1.0,1.2795880379796278,0.705518861931788,0.046922324272115304,0.6962691154419395,0.461545445729986,0.5088788610592551,0.5764613778705637,1.0,0.0,0.9043728427017615,AGAM,"AGA Medical Holdings, Inc. ",3845.0,1.0,5.0,2.0,1.0,1.0
0.6773867933687694,1.60132787269769,1.4203731196498723,0.21595850528883243,0.49976820406101385,0.7120677364179725,0.4647302488068096,0.7784753758180931,0.6056889352818372,0.4842621307452735,0.0,0.9390727659634218,AH,R1 RCM INC. ,7389.0,1.0,10.0,3.0,1.0,1.0
0.5170412660735529,1.542342881743186,1.0282904995234603,0.5114694244586773,0.5335698598872354,0.7790758060424808,0.8406691615395075,0.7188575008937187,0.5701983298538622,0.516743385353226,0.0,0.8076974010004428,AHII,"ANIMAL HEALTH HOLDINGS, INC.",5047.0,1.0,7.0,1.0,0.0,1.0
0.571998290983269,1.9733954726005272,2.055352516242187,0.45842887431333024,0.12823165644270165,0.5525577103029782,0.4978981376521134,0.5177135417726735,0.7873173277661796,0.9844592323573503,0.0,0.6272496284167259,AIMC,Altra Industrial Motion Corp. ,3568.0,1.0,5.0,2.0,1.0,1.0
0.8865861000028167,1.4871749122822417,1.3058107690840692,0.21871602840382276,0.07318183937307444,0.6028346807435891,0.5745825646155146,0.44516729085503465,0.6724947807933195,0.6817793563103568,0.9999343440368536,0.5769192763768461,AIRV,AIRVANA INC,3661.0,1.0,5.0,2.0,1.0,1.0
0.8089277407627711,2.070765871082117,1.799141212660483,0.49574475278903374,0.6000581576553239,0.6369748268578533,0.7497584062110527,0.7954103953856356,0.2424321503131524,0.7665589330762514,0.0,0.5379920785355896,ALGT,Allegiant Travel CO ,4512.0,1.0,6.0,1.0,0.0,1.0
0.5208854919851372,2.1772333881416586,1.2503022725822437,0.42005247741938456,0.3636390747369677,0.5510051941625171,0.4637886947446321,0.2571121140708661,0.6808455114822547,0.7394995018510113,0.999838545031063,1.0,ALIM,ALIMERA SCIENCES INC ,2834.0,1.0,5.0,2.0,1.0,0.0
0.4810628299755032,1.622418935409632,1.6476011394858718,0.2520890595512457,0.35622370402237075,0.5990280886297518,0.9360569382156076,0.8716323232759126,0.36143006263048016,0.5955561629811742,0.0,0.45399284125076245,ALJ,"Alon USA Energy, Inc. ",2911.0,1.0,5.0,2.0,0.0,1.0
0.5684997976693789,1.9621211929014406,1.9630155304857289,0.44009356705137836,0.6871794730590828,0.9635004140998015,0.527834256755632,0.8962408009555158,0.0,0.686354347010346,0.0,0.05288396636217986,ALLI,ALLION HEALTHCARE INC,8099.0,1.0,10.0,3.0,0.0,1.0
0.6025713811049138,1.5831304558808572,1.5629970431544111,0.691818907290402,0.581841753962133,0.854484076422296,0.5250510870257479,0.6645010639022731,0.25078288100208773,0.5984861634879071,0.0,0.17671777074870532,ALNY,"ALNYLAM PHARMACEUTICALS, INC.",2834.0,1.0,5.0,2.0,1.0,1.0
0.5131682432548674,1.5632547055497072,1.6749213894730892,0.4333952001109749,0.6614607475041328,0.618213451219582,0.7970075232710496,0.8913359204719408,0.0,0.7109646802869134,0.0,0.14622003445372755,ALTU,Altus Pharmaceuticals Inc. ,2836.0,1.0,5.0,2.0,0.0,1.0
1.0,1.2935275856072594,2.255916218751936,0.6273636260556581,0.6491193292878694,0.8083738484657573,0.5634454382588601,0.9902857294222122,0.6203027139874739,0.7293362788422246,0.0,0.5158464460640055,ALXA,Alexza Pharmaceuticals Inc. ,2834.0,1.0,5.0,2.0,1.0,1.0
0.34597795902293516,1.8525077101832523,1.0,0.5169472339296903,0.5517331365944866,0.4320637626791715,0.8504436737852039,0.6833796343925915,0.4553757828810021,0.5276912312674147,0.9998025221147103,0.79402532372752,AMBA,AMBARELLA INC ,3674.0,1.0,5.0,2.0,1.0,1.0
0.6410714223692658,1.9600448717781727,1.585532976146278,0.6402087146404827,0.40341578262467137,0.8114301014990573,0.7003413036568099,0.6103277723994329,0.6453549060542798,0.7583577676130463,0.0,0.8532729453557772,AMIS,AMIS HOLDINGS INC,3674.0,1.0,5.0,2.0,0.0,1.0
0.5092657665184563,1.4597807805646423,1.9152914913405172,0.685579491645028,0.4912854087031797,0.9390277752689671,0.6769130761140849,0.8055688890580553,0.3468162839248434,0.5050144522859578,0.0,0.2997230443281417,AMRC,"Ameresco, Inc.",4931.0,1.0,6.0,1.0,1.0,1.0
0.35732449958684265,1.2935275856072594,1.6273062903272,0.5706039888186949,0.5041805395863594,0.6365393213348012,0.4663224516608836,0.6112620686653543,0.5868997912317327,0.6964748155688655,0.0,0.7196006240708639,ANAC,"Anacor Pharmaceuticals, Inc.",2834.0,1.0,5.0,2.0,1.0,1.0
0.543380019311102,1.3132592469106261,1.087471388309926,0.6424141551097464,0.3779842957838133,0.59333216679061,0.5355055144171889,0.3393820548038709,0.4386743215031315,0.8922607231423413,0.9998725507188747,0.4405434318949631,ANFI,Amira Nature Foods Ltd. ,2000.0,1.0,5.0,2.0,1.0,0.0
0.5396960444999368,1.799847489988587,1.409349472879665,0.24641803750976554,0.5451788319479782,0.7961228340913339,0.5678074264369772,0.7929810474466675,0.5681106471816284,0.8464352694624758,0.0,0.38172461219855736,ANGI,"Angie's List, Inc. ",7379.0,1.0,10.0,3.0,0.0,1.0
1.0,2.599843882944257,2.1050756806179893,0.34003524518705297,0.6078862947636969,0.6520881306891512,0.8099671284023461,0.8595189069172079,0.0,0.6495787534732375,1.0,0.4630030964015098,ANGO,ANGIODYNAMICS INC,3841.0,0.0,5.0,2.0,1.0,1.0
0.2753370186071269,1.7564560771203483,1.8621951073514011,0.7092567475008051,0.5969740423065475,0.6178241023003392,0.7331042162758155,0.7922708364239864,0.5367954070981211,0.731553438776469,0.0,0.6449352344760656,AONE,"B456 SYSTEMS, INC. ",3690.0,1.0,5.0,2.0,0.0,1.0
0.5789318567526685,1.4898077731558104,1.6917054893752175,0.38076505601367816,0.5479002961183752,0.6222962547185313,0.5829244167040365,0.591232782344642,0.572286012526096,0.6649310995987086,0.9998683752235222,0.38699524980046596,AOSL,ALPHA & OMEGA SEMICONDUCTOR Ltd,3674.0,1.0,5.0,2.0,0.0,0.0
0.7005519733265125,2.207724287421094,1.8925933282728946,0.5088120359372368,0.6405238153765049,0.5615603376923609,0.7624245891134469,0.7301315386006139,0.5409707724425887,0.7836865812056283,1.0,0.37388925913623294,APEI,AMERICAN PUBLIC EDUCATION INC,8221.0,1.0,10.0,3.0,0.0,1.0
0.554285053198714,1.7543722048336345,1.6789296229999138,0.5704674095901705,0.36278009042932763,0.6677008986009558,0.5738695002685055,0.4704348291784316,0.4073590814196242,0.6267827790375168,0.9997094326456891,0.4246831049777364,APKT,ACME PACKET INC,3576.0,1.0,5.0,2.0,0.0,1.0
0.7736302350919197,1.973802357400905,1.5098861862773316,0.3678569110129202,0.2813742454059351,0.6104697349843128,0.6394023259041264,0.9335009583653151,0.8332463465553236,0.6711422799878823,0.9999781894096816,0.9101123505605471,ARAY,ACCURAY INC CIK,3841.0,1.0,5.0,2.0,0.0,1.0
0.5208854919851372,2.2142936905632067,1.3118020165647173,0.5563125134007447,0.5605774330923365,0.6146224538972419,0.44895204722775844,0.5572504199505416,0.5493215031315241,0.7015901564365676,0.9997230870782637,0.3593189676240033,ARBX,ARBINET Corp,7389.0,1.0,10.0,3.0,0.0,1.0
0.19975046777556893,1.6422223348241618,1.3804377601851487,0.8302649115092533,0.5220129513785423,0.6427973249095481,0.669749606855706,0.3887017579715891,0.6474425887265136,0.5818533970550936,1.0,1.0,ARCL,"Archipelago Learning, Inc.",8200.0,1.0,10.0,3.0,0.0,1.0
0.6594791264357719,1.4263809518866635,1.450458409397768,0.42235453803742606,0.33522698423207625,0.5285331483291349,0.6857023926562371,0.7263000307499696,0.7664405010438413,0.5478996824298474,0.0,0.40729872952865276,ARCO,Arcos Dorados Holdings Inc. ,5812.0,1.0,8.0,1.0,0.0,1.0
0.334246463338603,1.8898401984092164,2.024315437811029,0.6043000356274435,0.42236570367364723,0.7426109337749939,0.9417552709346674,0.8347241967192809,0.5597599164926931,0.5213497387005661,1.0,0.9589124661932812,AREX,Approach Resources Inc,1311.0,1.0,2.0,1.0,1.0,1.0
0.6379518348910815,1.5414438566468995,1.7388590424738957,0.34761917556359667,0.6160830297955098,0.7771835374977607,0.8139100391544152,0.6985371546385138,0.5409707724425887,0.6215929151621964,0.0,0.5379920785355896,ARII,"American Railcar Industries, Inc. ",3743.0,1.0,5.0,2.0,0.0,1.0
0.7632454656909241,1.5916508329812784,1.0,0.5816418662094285,0.4299598694689881,0.455101394582757,0.7062111035091762,0.6860588215639543,0.5388830897703549,0.7463849648287174,0.0,0.4659336163021325,ARP,"ARC DOCUMENT SOLUTIONS, INC.",7334.0,1.0,10.0,3.0,1.0,1.0
0.9197202220148486,1.5553991801977822,1.4686937808948959,0.5220948097440221,0.7756559679809204,0.603833945952365,0.7213408453136584,0.7743803108687942,0.24451983298538627,0.6408731887874093,0.0,0.5379920785355896,ARST,ArcSight Inc ,7372.0,1.0,10.0,3.0,1.0,0.0
0.6058731668132689,1.879647825635862,1.9588174784011583,0.6608539993801661,0.4285975065234682,0.5572971614139257,0.5761540847063329,0.44898008205340684,0.5075678496868476,1.0,1.0,0.4718038271303987,ARTE,ARTES MEDICAL INC,2834.0,1.0,5.0,2.0,1.0,1.0
0.3401627892524694,1.624026576943492,2.1689520110342655,0.07233382742703398,0.651364380437619,0.7239366296145477,0.8397129200486043,0.8806912886622968,0.3322025052192067,0.7522849535447285,0.0,0.5379920785355896,ARUN,"ARUBA NETWORKS, INC.",3577.0,1.0,5.0,2.0,0.0,1.0
0.6503404057810964,1.4064412236187924,1.6493394983131486,0.452919782835129,0.6424995128349267,0.8885043665866489,1.0,0.9967569318549655,0.0,0.6748285866730623,0.0,0.47504289097186353,ASPV,Aspreva Pharmaceuticals CORP,2834.0,1.0,5.0,2.0,1.0,1.0
0.5649796412371589,1.9494682556939475,1.603801545228728,0.48118064484942047,0.5514456072839753,0.4818861892308649,0.5578930364083557,0.7077593997238988,0.4804279749478079,0.790755131330537,1.0,0.47888417448651094,ATEC,"Alphatec Holdings, Inc. ",3841.0,1.0,5.0,2.0,1.0,0.0
0.6221192963995076,1.7468953562811744,1.629529435385615,0.47222091959886936,0.7723872359346348,0.8815010763484806,0.6613338844191902,1.0,0.3760438413361169,0.5957380327685003,0.0,0.30246341165046486,ATHN,ATHENAHEALTH INC,7389.0,1.0,10.0,3.0,0.0,1.0
0.5754755162693165,1.1354598764594306,1.8952054639772262,0.20713358602208243,0.6711316533274754,0.6926814482848461,0.5508037269546292,0.9374587928090157,0.0,0.6753612571015501,0.0,0.23321700897071865,ATRC,"AtriCure, Inc.",3841.0,1.0,5.0,2.0,1.0,1.0
0.6534008481240111,1.6243738508742362,1.1833551679528755,0.5260277051662121,0.1678452989286622,0.7683220470218651,0.545459999127384,0.50949601922939,0.6704070981210856,0.565604639969044,0.9999441801290957,0.5867097884308428,AUXL,AUXILIUM PHARMACEUTICALS INC ,2834.0,1.0,5.0,2.0,1.0,0.0
0.5506740372142538,2.1245880320798336,1.7457944713574136,0.6792241065028595,0.5755616757500135,0.8001635022076617,0.5667575169738863,0.7671505603610574,0.22990605427974947,0.6299917479054923,0.0,0.3105004677845684,AVAV,AeroVironment Inc ,3721.0,1.0,5.0,2.0,0.0,1.0
1.0,2.244326106233691,1.4501787398733625,0.29444956883608575,0.8666811589918834,0.7309732815056481,0.9552971533884024,0.8474076596496699,0.6140396659707724,0.8261338108499547,0.9998490589915779,1.0,AVEO,AVEO PHARMACEUTICALS INC,2834.0,1.0,5.0,2.0,1.0,0.0
0.5170412660735529,2.627444488854657,1.7555814684927855,0.36557094403859614,0.8724505680338631,0.6670305983593745,0.6198160222343709,0.7523890184578065,0.0,0.6802516400224031,0.0,0.5379920785355896,AVGO,Broadcom Ltd ,3674.0,1.0,5.0,2.0,0.0,1.0
0.5649796412371589,1.4712065856189833,1.5364160625008942,0.518747085613023,0.014041712367122487,0.8811233869662932,0.5054122865757339,0.7151715943643303,1.0,0.6885753533409926,0.9997452588361994,1.0,AVNC,"MiddleBrook Pharmaceuticals, Inc.",2834.0,1.0,5.0,2.0,1.0,0.0
0.7447237516919711,1.3886405454593038,1.8525305405887302,0.2698582619478824,0.6091505878349033,1.0,0.5281902266711237,0.694585719608767,0.20067849686847605,0.6046299909426343,0.0,0.13834311624007908,AVR,AVENTINE RENEWABLE ENERGY HOLDINGS INC,2869.0,1.0,5.0,2.0,0.0,0.0
0.6316664418548653,1.7853546314739115,1.0,0.7404980430082604,0.2864461310388106,0.6278145670108846,0.5257770182839485,0.6785786634625098,0.5848121085594989,1.0,0.9998194714536991,0.6243046583872354,AVRX,AVALON PHARMACEUTICALS INC,2834.0,0.0,5.0,2.0,1.0,0.0
0.9537954108641623,1.6387937884261015,2.1117996117636753,0.5228943300664959,0.6049281943166205,0.7766714789667124,0.9186460020555424,0.6977572526727583,0.09420668058455112,0.5712515926828045,0.0,1.0,AWAY,HOMEAWAY INC,7389.0,1.0,10.0,3.0,0.0,1.0
0.4768977054320811,1.7193896106180615,1.8432162254332085,0.44083752768319107,0.5247934063058683,0.6332984725075845,0.5454463814103832,0.7846619383266212,0.5367954070981211,0.8300142452459047,0.9997801820925066,0.36269385307274055,AWK,"American Water Works Company, Inc.",4941.0,1.0,6.0,1.0,1.0,0.0
0.4421665092984058,1.6178022062554873,1.9272990022553145,0.47758583533697396,0.6668963416657323,0.8783018439761416,0.880409299319539,0.8571425012242203,0.4031837160751566,0.6134747863605351,0.0,0.8268700327622855,AYR,Aircastle LTD ,7359.0,1.0,10.0,3.0,0.0,1.0
0.7447237516919711,1.4925381936387936,1.5201999025699053,0.8004079260017207,0.412025447415566,0.7132160945900154,0.6461758902797343,0.46972895894184746,0.4428496868475992,1.0,0.0,1.0,BAGL,EINSTEIN NOAH RESTAURANT GROUP INC,5812.0,1.0,8.0,1.0,1.0,1.0
0.7393466145583226,2.0840262793648265,2.6374002386516846,0.3092043529690074,0.46590779820793404,0.2442443772824003,0.6811700542235607,0.8257906568737733,0.0,0.3799379129285329,0.0,0.5379920785355896,BAH,Booz Allen Hamilton Holding Corp,7373.0,1.0,10.0,3.0,1.0,1.0
0.5684997976693789,2.138415050691683,1.3648628712587507,0.6649266972786709,0.7591745421361281,0.8149724540115337,0.9194395285900301,0.8445500106505952,0.5994258872651357,0.8244470570255563,1.0,0.7216844653141475,BALT,Baltic Trading Ltd ,4412.0,1.0,6.0,1.0,1.0,0.0
1.0,1.7004108708395462,1.6048543063169354,0.24889282658626133,0.49471608965006886,0.754505872280666,0.7632122223043506,0.6168140531033318,0.6370041753653445,0.56477730203027,1.0,0.7672022160841522,BARE,BARE ESCENTUALS INC,2844.0,1.0,5.0,2.0,0.0,1.0
0.6156722903276602,1.649995990403185,1.570673739447465,0.47652664725987326,0.5375014032815371,0.4504225588797243,0.4881612674241434,0.5140820133632998,0.1046450939457203,0.7522852265791488,0.0,0.5117064448607427,BAS,BASIC ENERGY SERVICES INC,1389.0,1.0,2.0,1.0,0.0,1.0
0.9537954108641623,1.7897604251746957,1.6652117229317174,0.3852138469870894,0.4409647245820505,0.44015246161971505,0.7511182750974028,0.7090324481963434,0.0,0.6182253438212232,0.9999746030749764,0.478088284579496,BBBB,BLACKBOARD INC,7372.0,1.0,10.0,3.0,0.0,1.0
0.5396960444999368,1.1248303676296632,1.7145698575204291,0.645476177393737,0.46903594671377347,0.42594406696022163,0.7345670043516282,0.7225751967280635,0.5743736951983298,0.816330164459608,0.9999914511161563,0.6349602481558233,BBG,BILL BARRETT CORP,1311.0,1.0,2.0,1.0,0.0,1.0
0.6348169174677388,1.9653683073165535,1.6177941427846525,0.35217331746745195,0.4552598372615051,0.8297871978324353,0.7068674004682216,0.6916785671806246,0.5785490605427975,0.4652238965065135,0.0,0.7673721597903234,BBND,"BigBand Networks, Inc. ",3663.0,1.0,5.0,2.0,0.0,1.0
0.5170412660735529,1.7025262299374269,1.6387557436575477,0.43022673967724256,0.16309240420956198,0.6926846281314513,0.50821141064507,0.6388506562628208,0.6370041753653445,0.5542130641826174,0.999986901102435,0.6765860259057622,BBRG,"Bravo Brio Restaurant Group, Inc. ",5812.0,1.0,8.0,1.0,1.0,1.0
0.8162929404255121,2.1461981230196607,1.932962815014483,0.524209446472973,0.6374765473211343,0.397474777665555,0.6208629503056439,0.7073765237604266,0.0,0.8112091590834687,0.0,0.4433398223323769,BBW,BUILD A BEAR WORKSHOP INC,5945.0,1.0,8.0,1.0,0.0,1.0
0.5857833598169241,1.7728178238531394,1.5235882301566472,0.5805339403797845,0.09050264173236124,0.5700094873488909,0.57218249027148,0.8068131697652887,0.46998956158663885,0.5005597783569239,0.99991085085774,0.3796468088000278,BCOV,BRIGHTCOVE INC,7372.0,1.0,10.0,3.0,0.0,1.0
0.902200137043769,1.9228067538177112,1.8076766171478602,0.5671921952931493,0.5189039577316699,0.51862165856235,0.8491012400123584,0.6768586357001553,0.6724947807933195,0.7674923930014215,0.0,0.5918665921341522,BDAY,"CELEBRATE EXPRESS, INC",5961.0,0.0,8.0,1.0,0.0,1.0
0.904408708615442,1.284500403345351,1.6084081932773198,0.20324097631503846,0.49812477976938285,0.4946313614058824,0.7663285765486343,0.7948762539144768,1.0,0.7985856362487711,0.0,0.472863231500453,BDE,"Bois d Arc Energy, Inc. ",1311.0,0.0,2.0,1.0,1.0,0.0
0.6564470224373272,1.7908331543614326,1.6730406516059555,0.32127987962510707,0.30194622114687925,0.7549834656861161,0.6816592799266897,0.6139450912133675,0.5785490605427975,0.4691079233946021,0.0,0.9326424867035993,BEAT,"CardioNet, Inc. ",8090.0,1.0,10.0,3.0,1.0,0.0
0.5754755162693165,1.6978422775607873,1.010588200163827,0.8298870992442782,0.3135762955203318,0.5208605705990773,0.431764128951174,0.8950848465901271,0.5681106471816284,0.8850302464470381,0.9999003362474498,1.0,BECN,BEACON ROOFING SUPPLY INC,5033.0,1.0,7.0,1.0,0.0,0.0
0.5247015539316177,1.704493713334896,2.085591833415192,0.2370698527636117,0.4649331497348064,0.7850304387997027,0.807672506789034,0.8125548694037886,0.4866910229645094,0.7420035426882345,0.0,0.3198941478755301,BFAM,BRIGHT HORIZONS FAMILY SOLUTIONS INC. ,8351.0,1.0,10.0,3.0,0.0,1.0
1.0,1.4582737202251568,1.8647994222962967,0.5522243269230138,0.264738590247618,0.5793545686791449,0.6413824638752416,0.5026937452848669,0.3948329853862213,1.0,0.0,0.5379920785355896,BFRM,BIOFORM MEDICAL INC,3841.0,1.0,5.0,2.0,1.0,1.0
0.5754755162693165,1.629925857162682,1.9908617237976713,0.45721472671618546,0.8753276674704659,0.8636091571855246,0.6461718019177023,0.8920772467884686,0.19024008350730692,0.6887989737598358,0.0,0.5379920785355896,BHRT,"U.S. Stem Cell, Inc.",8731.0,0.0,10.0,3.0,1.0,0.0
0.8427481467809603,1.6298026790071,2.4770749291397576,0.6078411838193449,0.44860130221867545,0.6730948667639521,0.6166034248564062,0.9906578593776081,0.5347077244258873,0.8824654862709794,0.0,0.5379920785355896,BIOD,"ALBIREO PHARMA, INC.",2834.0,1.0,5.0,2.0,0.0,1.0
0.5684997976693789,1.1482090260969087,1.4646785698911893,0.8047699952516045,0.7389259867945994,1.0,0.8701678082941295,0.40720283700876564,0.6328288100208769,0.8150148188657036,0.9998287099779153,0.13934600094826047,BIOF,"Green Brick Partners, Inc.",2869.0,1.0,5.0,2.0,1.0,1.0
1.0,1.231620011347089,1.461388962417751,0.17114173001095323,0.3851384558880464,0.6301024571807874,0.77448926571463,0.834779179038537,0.7288622129436326,0.5203070299651412,0.9997329210924267,0.5989048751946324,BKC,Burger King Holdings Inc,5812.0,1.0,8.0,1.0,0.0,1.0
0.6744352028866584,1.8111539005379609,1.089580236013384,0.8228591126587959,0.46050547639898465,0.6471252365772371,0.7724735879114926,0.6508210572372192,0.7163361169102296,0.9749897442595915,0.0,1.0,BKRS,BAKERS FOOTWEAR GROUP INC,5661.0,0.0,8.0,1.0,0.0,1.0
0.6348169174677388,1.5797725160414233,1.806445220959405,0.38814377256704513,0.6058717153013629,0.5422825454618813,0.5099886672340725,0.6310515635461144,0.4825156576200418,0.8035345000442891,0.9997183983013311,0.3287081970064532,BLMN,"Bloomin' Brands, Inc. ",5812.0,1.0,8.0,1.0,1.0,1.0
0.8660973896042533,1.6905830680270049,2.0248499204068384,0.4707437999415136,0.7005908067726789,0.5769298085691429,0.7471161401568571,0.6952047451806993,0.4658141962421712,0.5314569420567793,0.0,0.22787941139335377,BLOG,"BladeLogic, Inc",7372.0,1.0,10.0,3.0,0.0,1.0
0.5684997976693789,1.3963823623254263,1.937384065460753,0.06432128646972912,0.7815842491662198,0.7274614365493935,0.7824870294099193,0.655265160863801,0.38021920668058456,0.6393739943265279,0.0,0.18607273198612823,BLSW,"Bridgeline Digital, Inc.",7372.0,0.0,10.0,3.0,1.0,1.0
0.6564470224373272,2.3125946125777936,1.0,0.7772278263398218,0.16543019391172856,0.7517061485378327,0.6604428610797244,0.4895135762033867,0.7956680584551148,0.6336774790742067,0.9999251045365675,0.5544405535023826,,,,,,,,
0.5992514033267068,1.8033188117430652,1.601167925752028,0.6066358853582492,0.300527593918781,0.8270662363896144,0.7278083321725967,0.6054251343385206,0.9167536534446764,0.6073262930436769,0.0,0.6605417799903236,BMTI,"BIOMIMETIC THERAPEUTICS, INC. ",3841.0,1.0,5.0,2.0,1.0,1.0
0.899986145640109,2.141010983472598,1.4594393858126693,0.5438798513442624,0.42985369953190045,0.5140289404994973,0.8676386925423888,0.6181177467223881,0.3760438413361169,0.4767194470521868,0.0,0.5902214913039953,BNNY,Annie's Inc,2000.0,1.0,5.0,2.0,0.0,1.0
0.6441759026199362,2.415591068721743,1.906387144792766,0.4951278660340761,0.5130021010703791,0.41694563974689564,0.8117980338968134,0.5727960580623781,0.6453549060542798,0.6939575550359103,0.0,0.6814272444360747,BODY,BODY CENTRAL CORP,5600.0,1.0,8.0,1.0,1.0,0.0
0.12633328837097305,1.449595763054978,1.4572602518592503,0.33718756425558327,0.2647254761586441,0.6900215630115623,0.7032550052567433,0.5720648398573495,0.4971294363256785,0.6631976892159829,0.9999441801290957,0.3161812801749365,BOX,SEACUBE CONTAINER LEASING LTD.,7359.0,1.0,10.0,3.0,1.0,1.0
0.5754755162693165,2.0310313742037853,1.8377510201183802,0.48850743720023315,0.6963469908588371,0.4568564791923995,0.6673895361916539,0.6697849995650822,0.607776617954071,0.6301827428284984,0.0,0.5174471648993938,BPI,Bridgepoint Education Inc ,8221.0,1.0,10.0,3.0,1.0,1.0
0.5396960444999368,1.3440220647959626,2.304074649440771,0.1678909274706013,1.0,0.602095128689062,0.520012836431459,1.0,0.0,0.7329611304919956,0.0,0.07517610778315224,BRNC,"Bronco Drilling Company, Inc.",1381.0,0.0,2.0,1.0,0.0,1.0
0.5891792338296215,1.9372354544969683,1.2531987617534954,0.14867999139259425,0.25322529090047746,0.8304235164899499,0.5774468844921293,0.6139730354177574,0.561847599164927,0.5406031502281123,0.9998107612195605,0.2774166774482352,BSFT,"BROADSOFT, INC",7372.0,1.0,10.0,3.0,1.0,0.0
0.8284227720655728,1.939783239164928,1.0,0.87987577040575,0.21148325881920188,0.7919540488068991,0.4683673797835695,0.5644204195984214,0.46790187891440504,0.30739510814329024,1.0,0.45370186825344705,BTRX,BARRIER THERAPEUTICS INC,2834.0,1.0,5.0,2.0,0.0,0.0
